 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
-45.15,146.285333,3310,25190,181.25,237,239,238,240,22120,70,236399,340.9969426,41.09266205,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,22040,70,UCI 236398,354.4185445,11.85405046,256,218.6666667,2,563.4,10.9,20878,56,359,41,4,28.2,2297,0,0,8.7,-171.1,5,1507,40,3,226,1242,90,1071,90
-45.15,146.285333,3310,25999,192.625,244,245,244.5,240,23220,110,234794,289.6065077,47.71856761,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,23020,100,UCI 234793,322.1172617,16.56144408,256,218.6666667,2,528.9,20.6,21854,108,307,48,4,28.2,2298,0,0,15,-171.1,5,1507,40,3,226,1366,154,1195,154
-45.15,146.285333,3310,26199,239.75,247,249,248,240,23830,130,234796,224.5739053,55.35008792,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,23080,100,UCI 234795,344.4134496,16.84073631,256,218.6666667,2,544.6,14.4,21966,75,242,55,4,28.2,2299,0,0,5.5,-171.1,5,1507,40,3,226,1864,150,1693,150
-45.15,146.285333,3310,27464.5,245.375,254,255,254.5,240,25380,100,236403,176.7040961,49.58910672,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,"Globorotalia inflata, >355 µm",23530,140,NZA16673,481.4441721,26.0450695,256,218.6666667,2,527.3,12.7,23281,67,194,50,4,28.2,2300,0,0,3.4,-171.1,5,1507,40,3,226,2099,120,1928,120
-45.15,146.285333,3310,28343,340.25,257,259,258,240,26030,180,234798,206.914433,76.76941113,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,25880,130,UCI 234797,229.6628441,20.06182888,256,218.6666667,2,526.2,11.7,24142,62,225,77,4,28.2,2301,0,0,7.5,-171.1,5,1507,40,3,226,1888,190,1717,190
-45.15,146.285333,3310,29272.5,261.5,264,265,264.5,240,27050,150,234800,189.4913832,59.86232232,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,26190,140,UCI 234799,323.9029985,23.27535945,256,218.6666667,2,496.9,12.5,25211,67,207,60,4,28.2,2302,0,0,9.3,-171.1,5,1507,40,3,226,1839,164,1668,164
-45.15,146.285333,3310,29810.75,270.75,269,270.5,269.75,240,28130,180,234802,109.8098072,61.24622793,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,27020,160,UCI 234801,274.2638805,25.63503244,256,218.6666667,2,566.5,12.3,25371,63,128,61,4,28.2,2303,0,0,24.8,-171.1,5,1507,40,3,226,2759,191,2588,191
-45.15,146.285333,3310,30133,284,277,279,278,240,28600,130,236405,88.3472782,55.02489219,MD97-2106,Rafter et al. This Study,3,Mg/Ca to dD icecore,G.bulloides,26800,110,UCI 236406,361.7027992,18.77474947,256,218.6666667,2,511.8,14.1,25967,75,106,55,4,28.2,2304,0,0,24.8,-171.1,5,1507,40,3,226,2633,150,2462,150
38.5,-55.5,1222,11081,304,-999,-999,-999,241,10280,30,UCI,62.54646239,43.05266575,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,153.7,3.1,9628,22,-1,46,1,27.77,2305,0,0,-999,-42.6,5,350,40,3,227,652,37,1201,37
38.5,-55.5,1222,12310,581,-999,-999,-999,241,11055,25,UCI,119.4692379,82.23339973,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,219.9,3.1,10365,21,56,84,1,27.77,2306,0,0,-999,-42.6,5,350,40,3,227,690,33,1239,33
38.5,-55.5,1222,13332,173,-999,-999,-999,241,12210,30,UCI,97.12906387,27.05922932,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,201.6,3.9,11487,26,34,32,1,27.77,2307,0,0,-999,-42.6,5,350,40,3,227,723,40,1272,40
38.5,-55.5,1176,14350,291,-999,-999,-999,241,12620,30,UCI,179.1543863,45.92172665,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,213,3.8,12393,25,116,49,1,27.74,2308,0,0,-999,-42.6,5,350,40,3,227,227,39,776,39
38.5,-55.5,1713,15674,379,-999,-999,-999,241,14150,35,UCI,143.9509974,57.45269936,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,307.7,5.9,13081,36,81,60,1,27.91,2309,0,0,-999,-42.6,5,350,40,3,227,1069,50,1618,50
38.5,-55.5,1713,16000,251,-999,-999,-999,241,14875,40,UCI,87.26921333,38.43333141,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,321.4,5.9,13309,36,24,42,1,27.91,2310,0,0,-999,-42.6,5,350,40,3,227,1566,54,2115,54
38.5,-55.5,1713,16342,144,-999,-999,-999,241,14780,40,UCI,146.6730623,25.68545941,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,335.6,6,13563,36,83,30,1,27.91,2311,0,0,-999,-42.6,5,350,40,3,227,1217,54,1766,54
38.5,-55.5,1713,29959,249,-999,-999,-999,241,27300,160,UCI,252.8803616,62.71728041,ALV-see notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,553.2,16.8,25575,87,190,65,1,27.91,2312,0,0,-999,-42.6,5,350,40,3,227,1725,182,2274,182
35.5,-50.5,1610,16648,404,-999,-999,-999,242,14755,40,UCI,193.6210179,64.3057169,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,351.1,6.7,13762,40,130,66,1,27.93,2313,0,0,-999,-42.6,5,350,40,3,228,993,57,1542,57
35.5,-50.5,1610,16743,225,-999,-999,-999,242,15030,40,UCI,166.7816658,37.5723145,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,359.1,6.6,13811,39,104,41,1,27.93,2314,0,0,-999,-42.6,5,350,40,3,228,1219,56,1768,56
35.5,-50.5,1494,17000,143,-999,-999,-999,242,15400,40,UCI,149.4421058,25.60841144,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,377.3,6.2,13947,36,86,30,1,27.9,2315,0,0,-999,-42.6,5,350,40,3,228,1453,54,2002,54
35.5,-50.5,1751,17081,228,-999,-999,-999,242,15130,45,UCI,200.4374649,39.83953571,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,366.4,8,14099,47,137,43,1,27.93,2316,0,0,-999,-42.6,5,350,40,3,228,1031,65,1580,65
35.5,-50.5,1610,17216,285,-999,-999,-999,242,15060,40,UCI,230.8808923,48.57562211,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,379.2,9,14150,53,168,51,1,27.93,2317,0,0,-999,-42.6,5,350,40,3,228,910,66,1459,66
35.5,-50.5,1751,17357,318,-999,-999,-999,242,15435,45,UCI,194.94889,52.67615257,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,383.3,11.7,14262,68,132,55,1,27.93,2318,0,0,-999,-42.6,5,350,40,3,228,1173,82,1722,82
35.5,-50.5,1427,17375,136,-999,-999,-999,242,15055,40,UCI,255.5649286,26.90932994,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,380.5,11.1,14298,65,192,31,1,27.87,2319,0,0,-999,-42.6,5,350,40,3,228,757,76,1306,76
35.5,-50.5,1494,17421,155,-999,-999,-999,242,15290,40,UCI,226.1701094,29.09815767,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,375.4,9.2,14377,54,163,33,1,27.9,2320,0,0,-999,-42.6,5,350,40,3,228,913,67,1462,67
35.5,-50.5,1610,17594,177,-999,-999,-999,242,15315,40,UCI,248.2093355,32.9439265,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,388.6,7.1,14465,41,185,37,1,27.93,2321,0,0,-999,-42.6,5,350,40,3,228,850,57,1399,57
35.5,-50.5,1610,23193,91,-999,-999,-999,242,20850,80,UCI,233.6143181,25.86651913,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,492.5,8.4,19326,45,170,31,1,27.93,2322,0,0,-999,-42.6,5,350,40,3,228,1524,92,2073,92
35.5,-50.5,1610,23193,276,-999,-999,-999,242,20860,80,UCI,232.0795903,53.42080711,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,492.5,8.4,19326,45,169,56,1,27.93,2323,0,0,-999,-42.6,5,350,40,3,228,1534,92,2083,92
35.5,-50.5,1640,23286,208,-999,-999,-999,242,19900,70,UCI,404.1891875,47.57506565,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,498.9,8.9,19380,48,341,50,1,27.93,2324,0,0,-999,-42.6,5,350,40,3,228,520,85,1069,85
35.5,-50.5,1494,23520,107,-999,-999,-999,242,19960,80,UCI,433.753981,32.83862664,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,508.5,10.9,19552,58,370,37,1,27.9,2325,0,0,-999,-42.6,5,350,40,3,228,408,99,957,99
35.5,-50.5,1640,23745,148,-999,-999,-999,242,20840,80,UCI,320.4395804,36.79408607,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,541.7,15.1,19601,79,257,40,1,27.93,2326,0,0,-999,-42.6,5,350,40,3,228,1239,112,1788,112
35.5,-50.5,1494,24634,310,-999,-999,-999,242,22130,90,UCI,252.2139026,61.00977415,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,536.6,10.7,20492,56,189,63,1,27.9,2327,0,0,-999,-42.6,5,350,40,3,228,1638,106,2187,106
35.5,-50.5,1610,24974,54,-999,-999,-999,242,21680,80,UCI,379.9667472,22.75794461,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,562.8,8.8,20686,45,317,28,1,27.93,2328,0,0,-999,-42.6,5,350,40,3,228,994,92,1543,92
35.5,-50.5,1640,24993,82,-999,-999,-999,242,21790,80,UCI,364.3309784,27.12178577,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,562.8,9.1,20706,47,301,32,1,27.93,2329,0,0,-999,-42.6,5,350,40,3,228,1084,93,1633,93
35.5,-50.5,1640,25175,105,-999,-999,-999,242,21660,90,UCI,417.4545154,33.88731463,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,563.4,10.9,20878,56,354,38,1,27.93,2330,0,0,-999,-42.6,5,350,40,3,228,782,106,1331,106
35.5,-50.5,1640,25197,169,-999,-999,-999,242,22290,100,UCI,314.0281731,43.22798463,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,561.8,11.6,20906,60,251,46,1,27.93,2331,0,0,-999,-42.6,5,350,40,3,228,1384,117,1933,117
35.5,-50.5,1494,25240,212,-999,-999,-999,242,22490,90,UCI,288.4004208,47.48560891,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,558.2,13.4,20963,69,225,50,1,27.9,2332,0,0,-999,-42.6,5,350,40,3,228,1527,113,2076,113
35.5,-50.5,1640,25342,124,-999,-999,-999,242,21490,80,UCI,477.3148811,36.87511771,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,551.7,11.5,21093,59,414,40,1,27.93,2333,0,0,-999,-42.6,5,350,40,3,228,397,99,946,99
35.5,-50.5,1494,25388,93,-999,-999,-999,242,21740,80,UCI,440.0370449,30.54326609,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,554.4,10.8,21119,56,377,35,1,27.9,2334,0,0,-999,-42.6,5,350,40,3,228,621,98,1170,98
35.5,-50.5,1583,25484,122,-999,-999,-999,242,21770,90,UCI,451.4262288,37.68507764,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,576.5,10.5,21102,54,388,41,1,27.92,2335,0,0,-999,-42.6,5,350,40,3,228,668,105,1217,105
35.5,-50.5,1640,25526,148,-999,-999,-999,242,22340,90,UCI,358.8922126,39.5578934,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,584.3,10.2,21102,52,296,43,1,27.93,2336,0,0,-999,-42.6,5,350,40,3,228,1238,104,1787,104
35.5,-50.5,1610,25577,230,-999,-999,-999,242,22030,90,UCI,421.0978934,55.47276896,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,589.3,10,21134,51,358,58,1,27.93,2337,0,0,-999,-42.6,5,350,40,3,228,896,103,1445,103
35.5,-50.5,1583,26806,142,-999,-999,-999,242,24310,120,UCI,241.4299405,39.87550769,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,581.8,12.1,22358,61,178,43,1,27.92,2338,1,0,-999,-42.6,5,350,40,3,228,1952,135,2501,135
35.5,-50.5,1640,27876,199,-999,-999,-999,242,24660,120,UCI,352.7287996,52.78332092,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,493.3,17.3,23870,93,289,55,1,27.93,2339,0,0,-999,-42.6,5,350,40,3,228,790,152,1339,152
35.5,-50.5,1634,28271,190,-999,-999,-999,242,23880,110,UCI,563.6200557,57.36090401,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,523.4,11.1,24099,59,500,60,1,27.93,2340,0,1.2,-999,-42.6,5,350,40,3,228,-219,125,330,125
35.5,-50.5,1634,28612,238,-999,-999,-999,242,25350,130,UCI,356.9735284,61.04693747,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,546,13.6,24310,71,294,63,1,27.93,2341,0,0,-999,-42.6,5,350,40,3,228,1040,148,1589,148
35.5,-50.5,1634,30848,204,-999,-999,-999,242,27220,160,UCI,409.0843492,62.85790729,RBDASS05-see Notes,Hines et al. 2019,1,U/Th,-999,-999,-999,-999,-999,-999,0,0,2,545.9,14.4,26468,75,346,65,1,27.93,2342,0,0,-999,-42.6,5,350,40,3,228,752,177,1301,177
78.88333333,-0.75,2637,3899.75,1136.6875,1.25,1.25,1.25,251,2884,30,-999,119.3026797,158.6069229,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,-999,-999,-999,-999,-999,0,0,2,23.1,2,3606,16,-810,1012,0,-999,2408,0,1.1,1.4,-999,5,578,40,3,229,-722,34,-2299,34
78.88333333,-0.75,2637,5637.25,8.9375,3.75,3.75,3.75,251,5835,30,-999,-43.50601681,4.606206258,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,5620,30,-999,-17.56017558,3.675874334,0,0,2,72.4,1.9,4919,14,-973,999,0,-999,2409,0,1.1,1.3,-999,5,578,40,3,229,916,33,-661,33
78.88333333,-0.75,2637,21025,385.25,24,24,24.25,251,18335,80,-999,297.94776,73.45089462,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,17968,80,-999,358.6219499,13.5980049,0,0,2,443,8.8,17489,49,-632,1002,0,-999,2410,0,1.1,5.3,-999,5,578,40,3,229,846,94,-731,94
78.88333333,-0.75,2637,21261.5,365.9375,25.25,25.25,25.25,251,18580,88,-999,295.4950467,71.57315615,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,18280,75,-999,344.7913158,12.61442219,0,0,2,469.1,7.5,17578,41,-634,1002,0,-999,2411,0,1.1,5.3,-999,5,578,40,3,229,1002,97,-575,97
78.88333333,-0.75,2637,21261.5,365.9375,25.25,25.25,25.25,251,-999,-999,-999,-999,-999,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,18075,90,-999,379.5516797,15.5431078,0,0,2,469.1,7.5,17578,41,-999,-999,0,-999,2412,0,1.1,4,-999,5,578,40,3,229,-999,-999,-999,-999
78.88333333,-0.75,2637,21386.5,369.3125,25.75,25.75,25.75,251,18511,82,-999,326.5781716,72.84047591,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,18399,75,-999,345.2035109,12.61828866,0,0,2,474.8,9.7,17664,53,-603,1002,0,-999,2413,0,1.1,2.8,-999,5,578,40,3,229,847,98,-730,98
78.88333333,-0.75,2637,21927.75,376.5,27.25,27.25,27.25,251,18787,95,-999,368.500619,78.55222138,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,18765,73,-999,372.2536725,12.52720885,0,0,2,515.5,9.1,17970,48,-561,1002,0,-999,2414,0,1.1,1.5,-999,5,578,40,3,229,817,106,-760,106
78.88333333,-0.75,2637,22573,413.25,28.25,28.25,28.25,251,19232,148,-999,399.8575768,95.84164185,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,19335,77,-999,382.0230332,13.31102068,0,0,2,489.4,10.6,18741,57,-530,1004,0,-999,2415,0,1.1,0.9,-999,5,578,40,3,229,491,159,-1086,159
78.88333333,-0.75,2637,25317.75,596.125,30.75,30.75,30.75,251,-999,-999,32400,-999,-999,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,22372,108,-999,319.8204887,17.86419993,0,0,2,552,12.4,21072,64,-999,-999,0,-999,2416,0,1.1,2.2,-999,5,578,40,3,229,-999,-999,-999,-999
78.88333333,-0.75,2637,26243,506.0625,32.75,32.75,32.75,251,25327,161,-999,21.79311195,83.11933842,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,23016,140,-999,362.399281,23.95215738,0,0,2,551.7,12.9,21968,67,-908,1002,0,-999,2417,0,1.1,2.2,-999,5,578,40,3,229,3359,174,1782,174
78.88333333,-0.75,2637,26243,506.0625,33.75,33.75,32.75,251,26118,170,-999,-74.02660823,76.36565029,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,23076,131,-999,352.2611713,22.23310391,0,0,2,551.7,12.9,21968,67,-1004,1002,0,-999,2418,0,1.1,1.4,-999,5,578,40,3,229,4150,183,2573,183
78.88333333,-0.75,2637,26978.25,575.8125,34.75,34.75,33.75,251,-999,-999,38639,-999,-999,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,24741,134,-999,201.3501723,20.20802898,0,0,2,579.4,12.4,22545,63,-999,-999,0,-999,2419,0,1.1,0.3,-999,5,578,40,3,229,-999,-999,-999,-999
78.88333333,-0.75,2637,30849.75,729.8125,35.75,35.75,35.75,251,29715,340,-999,33.09379034,135.3117764,HH12-946MC ,Ezat et al. 2019 EPSL,3,-999,N.pachyderma,28333,225,-999,227.0320841,34.85435445,0,0,2,545.9,14.4,26468,75,-896,1008,0,-999,2420,0,1.1,0.8,-999,5,578,40,3,229,3247,348,1670,348
