 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
18,57.6,820,19900,320,242,242,242,23,17995,40,KCCAMS,181.7856486,51.64577564,RC27-23,Bryan et al. (2010),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,425.6,7.6,16488,43,168,54,2,27.19,257,0,0,9.7,-154.9,4.5,1352,36,2,23,1507,59,1640,59
18,57.6,820,21970,320,262,262,262,23,18940,60,KCCAMS,349.561803,62.34127861,RC27-23,Bryan et al. (2010),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,516.6,9.2,18003,49,336,64,2,27.19,258,0,0,9.7,-154.9,4.5,1352,36,2,23,937,77,1070,77
-54.5,-62.16666667,334,13392,273,-999,-999,-999,24,12722,70,-999,36.88135752,43.28879606,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,206.4,4,11514,27,4,51,4,27.26,259,0,0,-999,-118.2,2.2,1010,18,1,24,1208,75,1512,75
-54.5,-62.2,318,13397,38,-999,-999,-999,24,12750,90,-999,33.89860038,16.3366635,Burdwood Bank-Shallow,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,206.4,4,11514,27,1,32,4,27.26,260,0,0,-999,-118.2,2.2,1010,18,1,24,1236,94,1540,94
-54.5,-62.16666667,334,13625,226,-999,-999,-999,24,12625,71,-999,79.47741671,39.05985359,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,193.1,4.3,11826,29,47,48,4,27.26,261,0,0,-999,-118.2,2.2,1010,18,1,24,799,77,1103,77
-54.5,-62.2,318,13707,34,-999,-999,-999,24,13150,90,-999,21.26351058,15.64281641,Burdwood Bank-Shallow,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,205.9,3.8,11818,25,-11,31,4,27.26,262,0,0,-999,-118.2,2.2,1010,18,1,24,1332,93,1636,93
-54.5,-62.16666667,334,13727,178,-999,-999,-999,24,12914,72,-999,54.25954374,32.15401339,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,211,3.9,11803,26,22,42,4,27.26,263,0,0,-999,-118.2,2.2,1010,18,1,24,1111,77,1415,77
-54.5,-62.16666667,334,13870,80,-999,-999,-999,24,12963,74,-999,66.1313307,20.13938387,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,196,3.9,12040,26,33,34,4,27.26,264,0,0,-999,-118.2,2.2,1010,18,1,24,923,78,1227,78
-54.5,-62.16666667,334,14015,293,-999,-999,-999,24,13084,72,-999,68.77514379,47.47471546,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,214.1,5.4,12065,36,36,55,4,27.26,265,0,0,-999,-118.2,2.2,1010,18,1,24,1019,80,1323,80
-54.5,-62.16666667,334,14052,76,-999,-999,-999,24,13093,82,-999,72.36717167,20.80637591,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,206.7,3.9,12152,26,40,34,4,27.26,266,0,0,-999,-118.2,2.2,1010,18,1,24,941,86,1245,86
-54.5,-62.16666667,334,14130,92,-999,-999,-999,24,13127,76,-999,77.96076696,22.19630287,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,202,3.3,12252,22,45,35,4,27.26,267,0,0,-999,-118.2,2.2,1010,18,1,24,875,79,1179,79
-54.5,-62.16666667,334,14371,188,-999,-999,-999,24,13188,42,-999,101.4521569,30.8110292,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,216.7,3.4,12397,23,69,41,4,27.26,268,0,0,-999,-118.2,2.2,1010,18,1,24,791,48,1095,48
-54.5,-62.16666667,334,14407,92,-999,-999,-999,24,13227,76,-999,100.901227,22.66867015,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,221.4,3.6,12396,24,68,35,4,27.26,269,0,0,-999,-118.2,2.2,1010,18,1,24,831,80,1135,80
-54.5,-62.16666667,334,14582,82,-999,-999,-999,24,13247,76,-999,121.657961,21.73901167,Burdwood Bank-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,237.9,4.5,12463,29,89,35,4,27.26,270,0,0,-999,-118.2,2.2,1010,18,1,24,784,81,1088,81
-54.7,-62.2,816,9,39,-999,-999,-999,25,805,65,-999,-94.36865639,11.60070648,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,-19.7,1.3,170,11,-145,29,4,27.9,271,0,0,-999,-100,5,846,40,1,25,635,66,1103,66
-54.7,-62.2,816,66,6,-999,-999,-999,25,870,70,-999,-95.45181229,8.538909483,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,-6.2,1.2,118,10,-146,28,4,27.9,272,0,0,-999,-100,5,846,40,1,25,752,71,1220,71
-54.7,-62.2,816,468,11,-999,-999,-999,25,1380,60,-999,-108.7949471,7.842510596,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,10.7,1.2,371,10,-160,28,4,27.9,273,0,0,-999,-100,5,846,40,1,25,1009,61,1477,61
-54.7,-62.2,816,4643,85,-999,-999,-999,25,4850,75,-999,-41.25382194,18.81020591,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,46.3,2,4155,15,-92,33,4,27.9,274,1,0,-999,-100,5,846,40,1,25,695,76,1163,76
-54.7,-62.2,816,5883,27,-999,-999,-999,25,5990,90,-999,-33.47640045,13.98587356,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,84.7,2.4,5070,17,-84,30,4,27.9,275,0,0,-999,-100,5,846,40,1,25,920,92,1388,92
-54.7,-62.2,816,6470,24,-999,-999,-999,25,6430,95,-999,-17.66060938,14.46971993,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,77.5,2.8,5687,21,-69,31,4,27.9,276,1,0,-999,-100,5,846,40,1,25,743,97,1211,97
-54.7,-62.2,816,11777,68,-999,-999,-999,25,10700,140,-999,96.99450991,28.14492744,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,176.5,3.5,10141,24,46,39,4,27.9,277,0,0,-999,-100,5,846,40,1,25,559,142,1027,142
-54.5,-62.16666667,727,12536,117,-999,-999,-999,25,11153,37,-999,136.5446028,21.32129893,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,231.5,3.4,10513,22,86,34,4,27.9,278,0,0,-999,-100,5,846,40,1,25,640,43,1108,43
-54.5,-62.16666667,727,13005,99,-999,-999,-999,25,11742,56,-999,117.8437966,21.18056976,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,216.5,3.2,11067,21,67,34,4,27.9,279,0,0,-999,-100,5,846,40,1,25,675,60,1143,60
-54.5,-62.16666667,727,15301,260,-999,-999,-999,25,13672,56,-999,160.5261188,44.60022821,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,287.6,7,12846,43,110,52,4,27.9,280,0,0,-999,-100,5,846,40,1,25,826,71,1294,71
-54.5,-62.16666667,727,16405,159,-999,-999,-999,25,14718,77,-999,164.3972642,33.56089207,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,337.8,6.1,13608,37,113,43,4,27.9,281,0,0,-999,-100,5,846,40,1,25,1110,85,1578,85
-54.5,-62.16666667,816,11879,63,-999,-999,-999,25,11050,70,-999,63.26261132,17.36886409,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,180.7,3,10209,21,12,32,4,27.9,282,0,0,-999,-100,5,846,40,1,25,841,73,1309,73
-54.7,-62.2,816,16402,155,-999,-999,-999,25,14200,180,-999,241.5054282,51.1108329,Burdwood Bank-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,337.8,6.1,13608,37,191,58,4,27.9,283,0,0,-999,-100,5,846,40,1,25,592,184,1060,184
-54.5,-62.16666667,894,16855,178,-999,-999,-999,25,14880,61,-999,204.9885447,35.10033277,Burdwood Bank-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,371,6,13848,35,154,44,4,27.9,284,0,0,-999,-100,5,846,40,1,25,1032,70,1500,70
-54.8,-62.1,1419,14011,103,-999,-999,-999,26,13277,71,-999,42.89815256,22.21302791,Burdwood Bank-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,214.1,5.4,12065,36,56,35,4,28.2,285,0,0,-999,-166.4,5,1462,40,1,26,1212,80,1087,80
-54.5,-62.16666667,1879,14699,194,-999,-999,-999,26,13782,87,-999,64.34575339,36.51115165,Burdwood Bank-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,257.3,7.5,12445,48,77,45,4,28.2,286,0,0,-999,-166.4,5,1462,40,1,26,1337,99,1212,99
-54.5,-62.16666667,1879,14768,100,-999,-999,-999,26,13782,87,-999,73.26642498,24.6085179,Burdwood Bank-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.8,6.1,12370,38,86,37,4,28.2,287,0,0,-999,-166.4,5,1462,40,1,26,1412,95,1287,95
-54.8,-62.2,1516,15761,145,-999,-999,-999,26,14736,65,-999,74.72277198,27.54949076,Burdwood Bank-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,310.3,6.7,13153,41,90,39,4,27.9,288,0,0,-999,-166.4,5,1462,40,1,26,1583,77,1436,77
-59.7,-68.9,695,1708,14,-999,-999,-999,27,2730,75,-999,-124.748105,9.654195352,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,-17.5,1.6,1804,13,-150,29,4,27.9,289,0,0,-999,-126,5,1082,40,1,27,926,76,1159,76
-59.7,-68.9,695,1749,17,-999,-999,-999,27,2730,75,-999,-120.3965311,10.02141217,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,-22.4,1.8,1883,15,-145,29,4,27.9,290,0,0,-999,-126,5,1082,40,1,27,847,76,1080,76
-59.7,-68.7,869,5819,33,-999,-999,-999,27,6290,95,-999,-76.08678451,14.61506073,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,76.1,2,5066,15,-101,31,4,27.9,291,0,0,-999,-126,5,1082,40,1,27,1224,96,1457,96
-59.7,-68.7,869,6858,35,-999,-999,-999,27,7160,95,-999,-59.89148356,15.09871387,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,83.1,2.3,6025,17,-85,31,4,27.9,292,0,0,-999,-126,5,1082,40,1,27,1135,97,1368,97
-59.7,-68.9,695,7699,34,-999,-999,-999,27,7890,130,-999,-49.63137036,19.28998841,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,74.3,2.9,6906,22,-75,33,4,27.9,293,1,0,-999,-126,5,1082,40,1,27,984,132,1217,132
-59.7,-68.9,695,10144,31,-999,-999,-999,27,9850,120,-999,0.855704214,18.70530834,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,126,3.1,8910,22,-24,33,4,27.9,294,0,0,-999,-126,5,1082,40,1,27,940,122,1173,122
-59.7,-68.9,695,10255,41,-999,-999,-999,27,10100,170,-999,-16.69841674,25.68890353,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,104.3,2.8,9173,20,-42,37,4,27.9,295,0,0,-999,-126,5,1082,40,1,27,927,171,1160,171
-59.8,-68.96666667,776,10267,108,-999,-999,-999,27,9922,64,-999,6.793716418,21.17556536,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,105.5,2.9,9173,21,-18,34,4,27.9,296,0,0,-999,-126,5,1082,40,1,27,749,67,982,67
-59.8,-68.96666667,981,10271,58,-999,-999,-999,27,9996,62,-999,-1.955491453,14.70572855,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,106.5,3.2,9176,23,-27,31,4,27.9,297,0,0,-999,-126,5,1082,40,1,27,820,66,1053,66
-59.7,-68.9,695,11117,33,-999,-999,-999,27,10600,130,-999,25.50721639,20.69103079,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,153.5,3.2,9658,22,1,34,4,27.9,298,0,0,-999,-126,5,1082,40,1,27,942,132,1175,132
-59.7,-68.9,695,11142,35,-999,-999,-999,27,10700,150,-999,15.88764534,23.27264248,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,157.1,3,9662,21,-9,36,4,27.9,299,0,0,-999,-126,5,1082,40,1,27,1038,151,1271,151
-59.7,-68.9,695,11253,42,-999,-999,-999,27,10600,140,-999,42.51731641,23.46753393,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,140,2.7,9888,19,18,36,4,27.9,300,0,0,-999,-126,5,1082,40,1,27,712,141,945,141
-59.7,-68.9,695,11365,68,-999,-999,-999,27,10550,130,-999,63.33527111,25.95722904,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,142.2,3.7,9980,26,38,37,4,27.9,301,0,0,-999,-126,5,1082,40,1,27,570,133,803,133
-59.7,-68.9,695,11376,36,-999,-999,-999,27,10800,130,-999,32.12462321,21.19917002,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,147.7,3.3,9951,23,7,34,4,27.9,302,0,0,-999,-126,5,1082,40,1,27,849,132,1082,132
-59.7,-68.9,695,11405,47,-999,-999,-999,27,10750,140,-999,42.21855438,24.09132139,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,138.7,3.2,10043,23,17,36,4,27.9,303,0,0,-999,-126,5,1082,40,1,27,707,142,940,142
-59.7,-68.9,695,11460,48,-999,-999,-999,27,10750,140,-999,49.17550666,24.37907963,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,150.8,3.3,10008,23,24,36,4,27.9,304,0,0,-999,-126,5,1082,40,1,27,742,142,975,142
-59.7,-68.9,978,11608,66,-999,-999,-999,28,10800,130,-999,61.49978884,25.65554296,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,167,3.7,10041,25,37,37,4,27.9,305,0,0,-999,-126,5,1082,40,1,28,759,132,992,132
-59.8,-68.96666667,981,11618,106,-999,-999,-999,28,11013,64,-999,34.97452079,21.51784136,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,165.5,3.3,10061,23,10,35,4,27.9,306,0,0,-999,-126,5,1082,40,1,28,952,68,1185,68
-59.8,-68.96666667,776,11657,188,-999,-999,-999,28,10678,66,-999,84.15115563,33.56756602,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,165.8,3.3,10097,23,59,43,4,27.9,307,0,0,-999,-126,5,1082,40,1,28,581,70,814,70
-59.7,-68.9,695,11664,85,-999,-999,-999,28,10800,150,-999,68.71471299,30.94876348,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,172,3.2,10065,22,44,41,4,27.9,308,0,0,-999,-126,5,1082,40,1,28,735,152,968,152
-59.8,-68.96666667,981,11697,99,-999,-999,-999,28,10900,72,-999,59.71483553,22.19030262,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,173.2,3.6,10086,25,35,35,4,27.9,309,0,0,-999,-126,5,1082,40,1,28,814,76,1047,76
-59.7,-68.9,695,11699,65,-999,-999,-999,28,10800,150,-999,73.24892221,28.48260368,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,173.2,3.6,10086,25,48,39,4,27.9,310,0,0,-999,-126,5,1082,40,1,28,714,152,947,152
-59.8,-68.96666667,981,11794,107,-999,-999,-999,28,10746,71,-999,92.97590776,23.80861103,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,182.6,3.2,10119,22,68,36,4,27.9,311,0,0,-999,-126,5,1082,40,1,28,627,74,860,74
-59.8,-68.96666667,981,12030,93,-999,-999,-999,28,11165,64,-999,67.47021275,20.51449812,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,187.1,2.7,10312,18,43,34,4,27.9,312,0,0,-999,-126,5,1082,40,1,28,853,66,1086,66
-59.8,-68.96666667,776,12384,99,-999,-999,-999,28,11342,68,-999,89.89167077,22.27937863,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,230.2,2.8,10375,18,65,35,4,27.9,313,0,0,-999,-126,5,1082,40,1,28,967,70,1200,70
-59.8,-68.96666667,981,12460,165,-999,-999,-999,28,11387,64,-999,93.81281969,30.54979617,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,237.5,3.4,10396,22,69,41,4,27.9,314,0,0,-999,-126,5,1082,40,1,28,991,68,1224,68
-59.8,-68.96666667,981,12539,154,-999,-999,-999,28,11300,68,-999,116.3405652,30.24912019,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,231.5,3.4,10513,22,91,41,4,27.9,315,0,0,-999,-126,5,1082,40,1,28,787,71,1020,71
-59.8,-68.96666667,981,13976,114,-999,-999,-999,28,13000,82,-999,74.92681593,25.79820314,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,217,5.9,12007,39,50,37,4,27.9,316,0,0,-999,-126,5,1082,40,1,28,993,91,1226,91
-59.8,-68.9,981,14143,81,-999,-999,-999,28,13320,65,-999,54.02661538,18.85713517,Sars Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,203.6,3.3,12261,22,29,33,4,27.9,317,0,0,-999,-126,5,1082,40,1,28,1059,69,1292,69
-59.8,-68.9,981,14177,122,-999,-999,-999,28,13087,55,-999,89.51843068,23.54003413,Sars Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,204.1,3.2,12287,22,65,36,4,27.9,318,0,0,-999,-126,5,1082,40,1,28,800,59,1033,59
-59.8,-68.96666667,981,14227,122,-999,-999,-999,28,13187,72,-999,82.56723064,25.68144088,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,207,3.4,12316,22,58,37,4,27.9,319,0,0,-999,-126,5,1082,40,1,28,871,75,1104,75
-59.8,-68.96666667,981,14304,98,-999,-999,-999,28,13219,72,-999,88.35334199,22.65831051,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,213.1,7.5,12353,49,63,35,4,27.9,320,0,0,-999,-126,5,1082,40,1,28,866,87,1099,87
-59.8,-68.96666667,981,14316,180,-999,-999,-999,28,13109,74,-999,104.9619801,34.24307501,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,212.8,6.5,12365,43,80,44,4,27.9,321,0,0,-999,-126,5,1082,40,1,28,744,86,977,86
-59.8,-68.96666667,981,14478,127,-999,-999,-999,28,13322,74,-999,97.34243469,26.96911917,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,229,4.2,12414,27,72,38,4,27.9,322,0,0,-999,-126,5,1082,40,1,28,908,79,1141,79
-59.8,-68.96666667,981,14591,132,-999,-999,-999,28,13384,74,-999,103.8917928,27.79793733,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,238.9,4.5,12466,29,79,39,4,27.9,323,0,0,-999,-126,5,1082,40,1,28,918,79,1151,79
-59.8,-68.9,981,14609,74,-999,-999,-999,28,13546,67,-999,84.21090829,18.74894347,Sars Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,239.8,4.5,12470,29,59,33,4,27.9,324,0,0,-999,-126,5,1082,40,1,28,1076,73,1309,73
-59.8,-68.96666667,776,14627,243,-999,-999,-999,28,13258,74,-999,126.2368912,43.49027627,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,241.8,4.3,12476,28,101,51,4,27.9,325,0,0,-999,-126,5,1082,40,1,28,782,79,1015,79
-59.8,-68.96666667,981,14701,134,-999,-999,-999,28,13519,76,-999,100.0351873,28.24100163,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,261.6,8,12427,51,75,39,4,27.9,326,0,0,-999,-126,5,1082,40,1,28,1092,92,1325,92
-59.7,-68.9,695,14710,48,-999,-999,-999,28,13450,170,-999,110.7332708,29.95890953,Sars Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,261.6,8,12427,51,86,40,4,27.9,327,0,0,-999,-126,5,1082,40,1,28,1023,177,1256,177
-59.8,-68.96666667,981,14746,113,-999,-999,-999,28,13525,73,-999,105.2135539,25.1527615,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,277.4,6,12366,38,80,37,4,27.9,328,0,0,-999,-126,5,1082,40,1,28,1159,82,1392,82
-59.8,-68.96666667,981,14775,196,-999,-999,-999,28,13409,74,-999,125.229409,37.05005594,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.5,6.7,12382,42,100,46,4,27.9,329,0,0,-999,-126,5,1082,40,1,28,1027,85,1260,85
-59.8,-68.96666667,981,14813,162,-999,-999,-999,28,13898,74,-999,63.65344434,30.64595041,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,275,7,12449,44,39,41,4,27.9,330,0,0,-999,-126,5,1082,40,1,28,1449,86,1682,86
-59.8,-68.96666667,981,14888,435,-999,-999,-999,28,13237,74,-999,165.4035414,72.1038098,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,276.6,4.6,12507,29,140,77,4,27.9,331,0,0,-999,-126,5,1082,40,1,28,730,79,963,79
-59.8,-68.9,981,14889,80,-999,-999,-999,28,13469,67,-999,132.3640318,20.40361349,Sars Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,276.6,4.6,12507,29,107,34,4,27.9,332,0,0,-999,-126,5,1082,40,1,28,962,73,1195,73
-59.8,-68.96666667,981,14891,205,-999,-999,-999,28,13499,74,-999,128.4159576,38.38413422,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,277.6,4.6,12510,29,103,47,4,27.9,333,0,0,-999,-126,5,1082,40,1,28,989,79,1222,79
-59.8,-68.96666667,981,14896,167,-999,-999,-999,28,13566,74,-999,119.7204558,32.93886136,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,277.6,4.6,12510,29,95,43,4,27.9,334,0,0,-999,-126,5,1082,40,1,28,1056,79,1289,79
-59.8,-68.96666667,981,14911,124,-999,-999,-999,28,13514,74,-999,129.0389699,27.33827997,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.3,5.1,12519,32,104,38,4,27.9,335,0,0,-999,-126,5,1082,40,1,28,995,81,1228,81
-59.8,-68.96666667,981,14982,171,-999,-999,-999,28,13582,72,-999,129.1781685,33.48241457,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.6,6.2,12585,39,104,43,4,27.9,336,0,0,-999,-126,5,1082,40,1,28,997,82,1230,82
-59.8,-68.96666667,981,15043,101,-999,-999,-999,28,13627,74,-999,131.1863238,24.24232961,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,282.4,5.7,12626,36,106,36,4,27.9,337,0,0,-999,-126,5,1082,40,1,28,1001,82,1234,82
-59.8,-68.96666667,981,15067,193,-999,-999,-999,28,13769,74,-999,114.5970538,36.29527655,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,283.8,6,12636,37,90,45,4,27.9,338,0,0,-999,-126,5,1082,40,1,28,1133,83,1366,83
-59.8,-68.96666667,981,15138,163,-999,-999,-999,28,13486,74,-999,164.5223393,33.69310457,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285,6.2,12697,39,140,43,4,27.9,339,0,0,-999,-126,5,1082,40,1,28,789,84,1022,84
