,500m<x<1000m,500m<x<1000m & east of 140W
cal.age,D14C.Shallow.Pacific.North,D14C.Shallow.Pacific.North.East
17300,202.8035587,228.0326662
17310,202.7753375,227.9598823
17320,202.7496381,227.8854903
17330,202.7338425,227.8186067
17340,202.7342327,227.7672403
17350,202.757907,227.7403422
17360,202.8111028,227.7458502
17370,202.8991981,227.790602
17380,203.0267061,227.8802956
17390,203.1954733,228.0175094
17400,203.4059956,228.2031644
17410,203.6590656,228.4383329
17420,203.9520196,228.7202167
17430,204.2818731,229.0457065
17440,204.6474507,229.4135791
17450,205.0456855,229.8205
17460,205.4732653,230.2628506
17470,205.9265051,230.7366079
17480,206.4033878,231.2395489
17490,206.8998282,231.7671817
17500,207.4109951,232.3142128
17510,207.9358734,232.8795508
17520,208.4713315,233.4597312
17530,209.013908,234.0508884
17540,209.561815,234.6509263
17550,210.111286,235.2555207
17560,210.6580087,235.859757
17570,211.2011617,236.4624652
17580,211.7369193,237.0589892
17590,212.2608043,237.6440118
17600,212.7709807,238.215123
17610,213.2633654,238.7674409
17620,213.7372337,239.2997136
17630,214.1900178,239.8085129
17640,214.618633,240.2899237
17650,215.0214133,240.7416552
17660,215.3965016,241.1614589
17670,215.7448388,241.5498104
17680,216.066138,241.905882
17690,216.3578169,242.2264716
17700,216.6204068,242.5119764
17710,216.8563787,242.7649237
17720,217.0664522,242.9859206
17730,217.2532732,243.1777308
17740,217.4177325,243.3413208
17750,217.5602847,243.477512
17760,217.6849495,243.5912566
17770,217.7961691,243.6880023
17780,217.8989945,243.7738607
17790,217.9972562,243.8536239
17800,218.0932786,243.9304503
17810,218.1917122,244.0099831
17820,218.2960885,244.0965238
17830,218.4056053,244.1896276
17840,218.5222376,244.2919947
17850,218.6485088,244.4068204
17860,218.7835382,244.5335017
17870,218.9283767,244.6735428
17880,219.0825407,244.8266898
17890,219.243486,244.9904587
17900,219.4124341,245.1664272
17910,219.5871694,245.3522761
17920,219.7652276,245.54538
17930,219.9460627,245.7451099
17940,220.125285,245.9465901
17950,220.2997578,246.1463885
17960,220.4678215,246.3427173
17970,220.626698,246.53246
17980,220.7745875,246.7134929
17990,220.9075358,246.8813182
18000,221.0229138,247.0329092
18010,221.1197837,247.1670353
18020,221.1952732,247.2801765
18030,221.2481818,247.3704617
18040,221.2775042,247.4359659
18050,221.2782867,247.4702708
18060,221.2488362,247.4703272
18070,221.1874986,247.4327979
18080,221.0906167,247.3518801
18090,220.9539674,247.2209703
18100,220.774423,247.0346363
18110,220.5479554,246.7866172
18120,220.2710308,246.4715139
18130,219.9465957,246.0913307
18140,219.5774081,245.6481034
18150,219.1674859,245.1459635
18160,218.72432,244.5930421
18170,218.2554868,243.9981461
18180,217.7725677,243.3749436
18190,217.2880586,242.7385285
18200,216.8133855,242.1033827
18210,216.3627078,241.4874911
18220,215.951674,240.9108038
18230,215.596118,240.3935461
18240,215.3104608,239.9542697
18250,215.1078493,239.6098912
18260,214.99617,239.37132
18270,214.9811474,239.2468361
18280,215.068408,239.2441076
18290,215.2590081,239.3649223
18300,215.5471248,239.603812
18310,215.926989,239.9545735
18320,216.3904888,240.4082772
18330,216.9267836,240.9529885
18340,217.5257118,241.577513
18350,218.1761351,242.2695963
18360,218.8673428,243.0176591
18370,219.5912737,243.81308
18380,220.3390468,244.6463518
18390,221.1027446,245.5090047
18400,221.8757295,246.39379
18410,222.6511343,247.2927773
18420,223.4220036,248.197361
18430,224.1795347,249.0962264
18440,224.9105763,249.9727436
18450,225.6025653,250.8105448
18460,226.2415115,251.591398
18470,226.8133475,252.2968233
18480,227.3079116,252.912383
18490,227.7134289,253.42186
18500,228.0175074,253.8088426
18510,228.2118432,254.0626588
18520,228.2936435,254.1787871
18530,228.2656985,254.1602567
18540,228.1376963,254.0185306
18550,227.9230268,253.7695468
18560,227.63869,253.4333912
18570,227.2992958,253.0277296
18580,226.9188787,252.5701446
18590,226.5129763,252.0797351
18600,226.0973454,251.5759231
18610,225.6841533,251.0742176
18620,225.2831341,250.5875898
18630,224.9075774,250.1327217
18640,224.5675507,249.7222326
18650,224.2695371,249.3638647
18660,224.0184594,249.0633986
18670,223.813182,248.8188644
18680,223.6496825,248.6243615
18690,223.518312,248.4673842
18700,223.4061174,248.3318868
18710,223.301842,248.2039426
18720,223.1980719,248.0740969
18730,223.089998,247.9359521
18740,222.9715021,247.7821171
18750,222.8405789,247.6103022
18760,222.6981209,247.4218198
18770,222.5485001,247.2220814
18780,222.3985489,247.0192687
18790,222.2519498,246.8182225
18800,222.1146576,246.6263347
18810,221.9937215,246.4519685
18820,221.893737,246.3003987
18830,221.8184296,246.1756796
18840,221.7697133,246.0795215
18850,221.7410382,246.0040187
18860,221.7301041,245.9473185
18870,221.7335943,245.9069098
18880,221.7525602,245.8857142
18890,221.8070614,245.907774
18900,221.8965634,245.9730575
18910,222.0210639,246.0816139
18920,222.1812971,246.2338668
18930,222.3753594,246.4269864
18940,222.5892941,246.6445557
18950,222.8190303,246.8816483
18960,223.0615293,247.1344874
18970,223.3134989,247.3989126
18980,223.5712275,247.6702415
18990,223.8325875,247.9454407
19000,224.0932196,248.2190144
19010,224.3499344,248.4868263
19020,224.6009211,248.7463311
19030,224.8439261,248.9945943
19040,225.0781027,249.2303051
19050,225.3043199,249.4541259
19060,225.5213607,249.6646241
19070,225.7292446,249.8620509
19080,225.931632,250.0508355
19090,226.1304646,250.2337286
19100,226.3295612,250.4157915
19110,226.5331081,250.6026135
19120,226.7457866,250.8003848
19130,226.973102,251.0161438
19140,227.2176586,251.2536488
19150,227.4826875,251.5172003
19160,227.7704031,251.8097613
19170,228.0797267,252.130587
19180,228.4097095,252.47891
19190,228.7597223,252.8540388
19200,229.1277136,253.2534117
19210,229.5077451,253.6700557
19220,229.8951732,254.0983437
19230,230.2849217,254.5320868
19240,230.6711703,254.964355
19250,231.0491673,255.389442
19260,231.4153876,255.8029837
19270,231.7679187,256.2022935
19280,232.1025708,256.5822345
19290,232.416319,256.9390444
19300,232.7074931,257.2704832
19310,232.9761277,257.5761743
19320,233.2202298,257.853518
19330,233.4391768,258.1015393
19340,233.6341201,258.3212502
19350,233.804197,258.5114804
19360,233.9522461,258.6751
19370,234.0796145,258.8133119
19380,234.1855239,258.9251203
19390,234.2727576,259.0134725
19400,234.3444731,259.0816583
19410,234.4022286,259.1312124
19420,234.447608,259.1636915
19430,234.4842925,259.1828753
19440,234.5146221,259.1909428
19450,234.5392154,259.1881612
19460,234.5606402,259.176898
19470,234.5797448,259.1577082
19480,234.5971185,259.1310771
19490,234.6149829,259.0994633
19500,234.6375738,259.0676785
19510,234.6674899,259.0390015
19520,234.7070055,259.0168111
19530,234.7612957,259.0080802
19540,234.8366501,259.0214302
19550,234.9399015,259.06642
19560,235.0786779,259.1536627
19570,235.2618392,259.2951144
19580,235.4961158,259.5001886
19590,235.7859516,259.7755011
19600,236.1354011,260.1268042
19610,236.5442782,260.5547247
19620,237.0093889,261.0560872
19630,237.5261013,261.6255761
19640,238.0861387,262.2531959
19650,238.6793897,262.9263757
19660,239.2950808,263.6312262
19670,239.9198412,264.3504906
19680,240.5368082,265.0628839
19690,241.1304332,265.7487522
19700,241.6863351,266.3901215
19710,242.1929641,266.9726996
19720,242.6461127,267.4906716
19730,243.0445572,267.9420159
19740,243.3872772,268.3249637
19750,243.6768948,268.6421355
19760,243.918448,268.8989686
19770,244.1170422,269.1011605
19780,244.2778532,269.2546497
19790,244.4062789,269.3659448
19800,244.5078099,269.4420297
19810,244.5921695,269.4946992
19820,244.6682859,269.5349022
19830,244.744232,269.5727378
19840,244.8271915,269.6173951
19850,244.9233676,269.6770138
19860,245.0399481,269.7607602
19870,245.1814908,269.874816
19880,245.3514431,270.0240366
19890,245.5542692,270.2140399
19900,245.7919501,270.4472633
19910,246.0636288,270.7226141
19920,246.3649873,271.0348742
19930,246.6915384,271.3784156
19940,247.0365178,271.7450179
19950,247.392113,272.1254319
19960,247.7532715,272.5134625
19970,248.116245,272.9043237
19980,248.4768844,273.2927435
19990,248.8302788,273.6727288
20000,249.1742687,274.0413906
20010,249.5049491,274.3940853
20020,249.8209081,274.7292432
20030,250.1221793,275.0470493
20040,250.410555,275.3497351
20050,250.6880232,275.6398387
20060,250.9546081,275.9179241
20070,251.2140539,276.1887722
20080,251.4687101,276.4556353
20090,251.721256,276.722094
20100,251.975074,276.9923267
20110,252.2302201,277.2668518
20120,252.486932,277.5462828
20130,252.745578,277.831283
20140,253.0069775,278.1227416
20150,253.2703119,278.4195168
20160,253.5360193,278.7204913
20170,253.8058579,279.0252614
20180,254.0720538,279.3223544
20190,254.2976959,279.5691762
20200,254.4781661,279.7616874
20210,254.6199934,279.9093733
20220,254.7532636,280.0478094
20230,254.8804758,280.1800353
20240,255.0047393,280.3095919
20250,255.1256975,280.4361998
20260,255.2427739,280.5594454
20270,255.3572881,280.6809529
20280,255.4709448,280.8026097
20290,255.5839195,280.9245063
20300,255.6944525,281.0445684
20310,255.802511,281.1625766
20320,255.9082381,281.2783679
20330,256.0099076,281.3895899
20340,256.1077175,281.4957956
20350,256.2001919,281.5944995
20360,256.2835901,281.6807764
20370,256.3553475,281.7511304
20380,256.4142093,281.8036394
20390,256.4604409,281.8381854
20400,256.493985,281.854494
20410,256.5162819,281.8541609
20420,256.5305889,281.840933
20430,256.5403611,281.8189051
20440,256.5492646,281.7925657
20450,256.561217,281.7668477
20460,256.5804005,281.7471805
20470,256.6113449,281.7395512
20480,256.6590137,281.7505683
20490,256.7291409,281.7876173
20500,256.826561,281.8569518
20510,256.9552447,281.9637248
20520,257.1146862,282.1080623
20530,257.3049272,282.2908784
20540,257.5270644,282.5141863
20550,257.7827946,282.7804741
20560,258.0707357,283.0886224
20570,258.3876262,283.4353367
20580,258.7322492,283.8192602
20590,259.0998863,284.2348918
20600,259.4857039,284.6763135
20610,259.8826227,285.1349561
20620,260.2825805,285.6009525
20630,260.6790133,286.0661546
20640,261.0662508,286.5232013
20650,261.4379856,286.9639915
20660,261.786974,287.379794
20670,262.1078237,287.7637442
20680,262.3984357,288.1128301
20690,262.6561371,288.4235653
20700,262.8793334,288.6938662
20710,263.0697958,288.9254258
20720,263.2293975,289.120047
20730,263.3601367,289.2796616
20740,263.464154,289.4063508
20750,263.5437514,289.5023755
20760,263.6012856,289.5700878
20770,263.6389971,289.6116902
20780,263.6595841,289.6299362
20790,263.6659072,289.6278532
20800,263.6588804,289.6065504
20810,263.6429647,289.5712218
20820,263.6230721,289.5276502
20830,263.602519,289.4801022
20840,263.5866602,289.4352771
20850,263.5815047,289.4005721
20860,263.5940615,289.3843357
20870,263.6287652,289.3919277
20880,263.6868439,289.4251881
20890,263.7716309,289.4882609
20900,263.8852688,289.5838214
20910,264.0285138,289.7128822
20920,264.2024475,289.8767712
20930,264.4045321,290.0729198
20940,264.633657,290.3003969
20950,264.8926542,290.562483
20960,265.1793148,290.856829
20970,265.4909712,291.1807082
20980,265.8286335,291.535357
20990,266.189805,291.9180682
21000,266.5737158,292.3280068
21010,266.977732,292.7622665
21020,267.3987828,293.2175248
21030,267.8365075,293.6933826
21040,268.2877753,294.1862657
21050,268.7512633,294.6945308
21060,269.2234518,295.2141417
21070,269.702261,295.742683
21080,270.1854176,296.2775118
21090,270.6703221,296.8156471
21100,271.1560071,297.3559128
21110,271.6394364,297.8949241
21120,272.1189175,298.4308775
21130,272.5945013,298.9638862
21140,273.0642987,299.4919858
21150,273.5280006,300.0150142
21160,273.9853475,300.532801
21170,274.4360614,301.0451585
21180,274.8799859,301.5519628
21190,275.314989,302.0508987
21200,275.7426412,302.5435867
21210,276.1612,303.0278019
21220,276.5687277,303.500988
21230,276.965268,303.9624887
21240,277.3472181,304.407459
21250,277.7125271,304.8325293
21260,278.059108,305.2339903
21270,278.3840296,305.6069101
21280,278.6829993,305.9448998
21290,278.9500453,306.2397714
21300,279.1818242,306.4867419
21310,279.377483,306.6842767
21320,279.5389331,306.8344641
21330,279.6714261,306.9435362
21340,279.7821655,307.0202495
21350,279.8805627,307.0761834
21360,279.9746942,307.1219441
21370,280.0749222,307.1711445
21380,280.1946949,307.2409788
21390,280.3456429,307.3465734
21400,280.5394983,307.5029247
21410,280.78461,307.7209434
21420,281.0855266,308.0069728
21430,281.4464669,308.3664716
21440,281.8676886,308.7999022
21450,282.3446403,309.3019915
21460,282.8688407,309.8628881
21470,283.4310313,310.4718409
21480,284.0226546,311.1189404
21490,284.6360622,311.7952383
21500,285.2647487,312.4929237
21510,285.9015474,313.2033934
21520,286.5387147,313.917494
21530,287.1699008,314.6276213
21540,287.790901,315.328401
21550,288.3971064,316.0139854
21560,288.9811602,316.6756273
21570,289.5402412,317.3096022
21580,290.0732323,317.913962
21590,290.5748369,318.4823174
21600,291.0423751,319.0114121
21610,291.4764041,319.5016312
21620,291.8774343,319.9533404
21630,292.2459169,320.3668511
21640,292.5844776,320.7451085
21650,292.8931813,321.088036
21660,293.1722554,321.3959983
21670,293.4256768,321.6734948
21680,293.6560775,321.923532
21690,293.864337,322.1472764
21700,294.0531833,322.3480076
21710,294.2256638,322.5294143
21720,294.3831463,322.6934286
21730,294.529,322.8441888
21740,294.6672931,322.9864529
21750,294.7989065,323.1214294
21760,294.9247806,323.2504474
21770,295.0459717,323.3749737
21780,295.1637129,323.4966315
21790,295.279562,323.6173154
21800,295.3934966,323.7371016
21810,295.5055876,323.856082
21820,295.6161446,323.9744604
21830,295.7237658,324.0904484
21840,295.8269146,324.2020698
21850,295.9239177,324.3071355
21860,296.0128446,324.4031587
21870,296.0925119,324.4885045
21880,296.1611939,324.5609326
21890,296.2181384,324.6192353
21900,296.2623801,324.6620518
21910,296.2926285,324.6877629
21920,296.3091608,324.6965106
21930,296.3142529,324.6906117
21940,296.3065307,324.6685077
21950,296.2858507,324.6302343
21960,296.2556637,324.5798374
21970,296.2179156,324.5197964
21980,296.1746483,324.4528401
21990,296.1279643,324.3818812
22000,296.0821744,324.312229
22010,296.0405075,324.2478431
22020,296.0049499,324.1912051
22030,295.9761631,324.1432479
22040,295.9528916,324.102924
22050,295.9353309,324.0709154
22060,295.9257992,324.0500938
22070,295.9253574,324.0418035
22080,295.9314924,324.0434556
22090,295.9432518,324.0541461
22100,295.9618204,324.0750622
22110,295.9851398,324.1036603
22120,296.0090242,324.1350482
22130,296.0305345,324.1657295
22140,296.0483584,324.1939197
22150,296.0591587,324.2155603
22160,296.0610308,324.2281627
22170,296.0518473,324.2289641
22180,296.0290803,324.2148211
22190,295.9916383,324.1842201
22200,295.9381268,324.135369
22210,295.8687543,324.0682295
22220,295.783734,323.9827186
22230,295.6832949,323.8787086
22240,295.5676698,323.756018
22250,295.4371122,323.6144087
22260,295.2918254,323.4535717
22270,295.1319571,323.2731153
22280,294.9574674,323.0724681
22290,294.7701059,322.853055
22300,294.5696759,322.6142853
22310,294.3574097,322.3573775
22320,294.1362694,322.085648
22330,293.9091905,321.8026218
22340,293.6810789,321.5141764
22350,293.4573159,321.226783
22360,293.2439822,320.9476742
22370,293.0460838,320.6829128
22380,292.8672949,320.4371793
22390,292.7117117,320.2156657
22400,292.5840355,320.0242285
22410,292.4878878,319.867444
22420,292.4256262,319.7483979
22430,292.4001875,319.6707255
22440,292.4112276,319.6344359
22450,292.458403,319.6395007
22460,292.543509,319.688105
22470,292.6650757,319.7787545
22480,292.8196219,319.9077691
22490,293.007153,320.0752949
22500,293.2260321,320.2796575
22510,293.4723529,320.5168589
22520,293.7455463,320.7865623
22530,294.0452488,321.0885486
22540,294.3694046,321.4206896
22550,294.7137451,321.778466
22560,295.0774511,322.1611049
22570,295.4579682,322.5658687
22580,295.8503519,322.9875471
22590,296.2528634,323.4245029
22600,296.6637654,323.874981
22610,297.0813583,324.3371843
22620,297.5020101,324.8071313
22630,297.9216413,325.2803174
22640,298.337521,325.7534789
22650,298.7454288,326.22196
22660,299.1422252,326.6825297
22670,299.5257587,327.1326655
22680,299.8921637,327.5680164
22690,300.2391207,327.9858198
22700,300.5642013,328.3831122
22710,300.8626727,328.7544567
22720,301.1308859,329.0956624
22730,301.3687343,329.4062506
22740,301.5744444,329.6837055
22750,301.744077,329.9230537
22760,301.8750383,330.1206864
22770,301.9664916,330.2746854
22780,302.015697,330.3808164
22790,302.0194996,330.4342448
22800,301.9762645,330.4316238
22810,301.8841493,330.3692043
22820,301.7408846,330.2426943
22830,301.5434038,330.047012
22840,301.2897096,329.7786418
22850,300.9789838,329.4359242
22860,300.6140342,329.0217571
22870,300.2030024,328.5454122
22880,299.75417,328.0171688
22890,299.2775911,327.4496331
22900,298.7879798,326.8609394
22910,298.3019686,326.2712712
22920,297.8349001,325.6991955
22930,297.3966725,325.1571703
22940,296.9966428,324.6570383
22950,296.643971,324.2101887
22960,296.3436091,323.8232102
22970,296.0999055,323.501459
22980,295.9138326,323.247325
22990,295.7867863,323.0632615
23000,295.7209082,322.9522642
23010,295.7153644,322.9137286
23020,295.7678607,322.9450789
23030,295.8744784,323.041552
23040,296.0295594,323.1961114
23050,296.2253313,323.3992179
23060,296.4531264,323.6403219
23070,296.7049341,323.9096862
23080,296.9734808,324.1984888
23090,297.2521705,324.4988439
23100,297.537218,324.806137
23110,297.8240404,325.1150814
23120,298.1109384,325.4238363
23130,298.397755,325.7324143
23140,298.6840748,326.0406364
23150,298.9735249,326.3526148
23160,299.2665757,326.6688939
23170,299.5616875,326.9879243
23180,299.858934,327.3099526
23190,300.1605616,327.637417
23200,300.4675554,327.9711597
23210,300.7772284,328.3079094
23220,301.0884098,328.6460114
23230,301.401985,328.9858793
23240,301.715242,329.3237625
23250,302.0271217,329.6575597
23260,302.3367564,329.9851289
23270,302.6391584,330.2997761
23280,302.9322907,330.5981733
23290,303.213493,330.8765031
23300,303.4810891,331.1323593
23310,303.7366112,331.3671571
23320,303.9811282,331.5823309
23330,304.2168336,331.7813004
23340,304.4491092,331.9716624
23350,304.6894104,332.1680184
23360,304.9487101,332.3846297
23370,305.2354805,332.6332273
23380,305.5594648,332.9269552
23390,305.9303763,333.2787064
23400,306.3541606,333.6970359
23410,306.8323069,334.185433
23420,307.3671619,334.7480667
23430,307.9585151,335.3858109
23440,308.6013391,336.0938409
23450,309.2907602,336.8671105
23460,310.0183705,337.696297
23470,310.7711874,338.5669593
23480,311.5387771,339.467344
23490,312.3097442,340.3844734
23500,313.0735328,341.3061186
23510,313.8186247,342.2187304
23520,314.5342018,343.1093155
23530,315.210474,343.9656495
23540,315.8346483,344.7718807
23550,316.3984066,345.5166683
23560,316.8908717,346.185345
23570,317.2998023,346.7613214
23580,317.6174174,347.2324346
23590,317.8311079,347.5808803
23600,317.9277102,347.788423
23610,317.8990192,347.84276
23620,317.7346133,347.7304874
23630,317.4348521,347.4506978
23640,317.0078661,347.0125035
23650,316.4668301,346.4312355
23660,315.8316186,345.7301208
23670,315.1222239,344.9327177
23680,314.3588557,344.0629336
23690,313.5622604,343.1452764
23700,312.750025,342.2007653
23710,311.9379911,341.2485581
23720,311.1421649,340.3080098
23730,310.374875,339.3944505
23740,309.648083,338.5228831
23750,308.9736378,337.7081557
23760,308.3593005,336.960601
23770,307.8141898,336.2919169
23780,307.3453668,335.711317
23790,306.9554546,335.2229807
23800,306.6479639,334.8318146
23810,306.4241675,334.5394074
23820,306.2819668,334.3440303
23830,306.2178868,334.2417735
23840,306.2245895,334.2243041
23850,306.2939266,334.2823598
23860,306.4188133,334.4078277
23870,306.59154,334.5919407
23880,306.8055105,334.8271849
23890,307.055371,335.1073533
23900,307.3352201,335.4256047
23910,307.6384368,335.7743073
23920,307.9595292,336.1470294
23930,308.2944404,336.5388547
23940,308.6367023,336.9422246
23950,308.9807373,337.3506661
23960,309.3242419,337.7612541
23970,309.6627548,338.1686088
23980,309.9931812,338.5688403
23990,310.312033,338.957639
24000,310.6151074,339.330022
24010,310.901453,339.6845745
24020,311.1700587,340.0197058
24030,311.4198184,340.3336233
24040,311.6495561,340.6243047
24050,311.8580432,340.8894765
24060,312.0439508,341.1266722
24070,312.2035493,341.3309417
24080,312.3338808,341.4985074
24090,312.4370067,341.631298
24100,312.515043,341.7313915
24110,312.5699956,341.8009562
24120,312.6057116,341.8443859
24130,312.6262235,341.8663653
24140,312.6379194,341.8741205
24150,312.6462146,341.8737181
24160,312.653178,341.867673
24170,312.6627533,341.8607839
24180,312.6792443,341.8583421
24190,312.7074039,341.866208
24200,312.7526488,341.8910277
24210,312.8171477,341.9359939
24220,312.9051169,342.006709
24230,313.0214728,342.1095571
24240,313.1679443,342.2474957
24250,313.3484889,342.425986
24260,313.5659487,342.6491993
24270,313.8219464,342.9198114
24280,314.1188724,343.2410677
24290,314.4561855,343.6127304
24300,314.8297576,344.0304201
24310,315.2372703,344.4915229
24320,315.6748006,344.9913662
24330,316.1341327,345.5205302
24340,316.6099981,346.0727862
24350,317.0966238,346.6412454
24360,317.5874799,347.2178586
24370,318.0778066,347.796682
24380,318.5620984,348.3707178
24390,319.0341173,348.9321272
24400,319.4887178,349.4742347
24410,319.9221482,349.9921799
24420,320.3293103,350.4793129
24430,320.7063955,350.9306962
24440,321.0527498,351.3449366
24450,321.3674374,351.7204352
24460,321.6488597,352.0551553
24470,321.8986415,352.3508015
24480,322.1203119,352.6112567
24490,322.317801,352.8408532
24500,322.4933965,353.0421752
24510,322.6514799,353.2201906
24520,322.7949176,353.3782961
24530,322.9266095,353.5201167
24540,323.0517171,353.6518033
24550,323.1740422,353.7780838
24560,323.2978426,353.9042638
24570,323.4258278,354.0340611
24580,323.5629847,354.1737388
24590,323.7132079,354.3282769
24600,323.8791332,354.5011726
24610,324.0640072,354.6965172
24620,324.2678226,354.9147676
24630,324.4906325,355.156389
24640,324.7349277,355.4242935
24650,324.9980075,355.715579
24660,325.2767408,356.026978
24670,325.569626,356.3569909
24680,325.8750982,356.7040013
24690,326.1916933,357.0663677
24700,326.5158933,357.4401529
24710,326.8458649,357.8232008
24720,327.1776456,358.2109951
24730,327.5087664,358.6006282
24740,327.8365951,358.9889062
24750,328.1582697,359.3723112
24760,328.4706321,359.746958
24770,328.7700681,360.1084509
24780,329.0544307,360.4539845
24790,329.3213187,360.7804408
24800,329.5679212,361.084254
24810,329.7929414,361.3635172
24820,329.9948785,361.6160893
24830,330.1718716,361.8394695
24840,330.3236169,362.0329135
24850,330.4496692,362.1955538
24860,330.5492598,362.3262922
24870,330.6231635,362.4259228
24880,330.6719066,362.4951802
24890,330.6976703,362.5368004
24900,330.7047546,362.5559321
24910,330.695931,362.5561843
24920,330.674148,362.5414582
24930,330.6446373,362.5181497
24940,330.6116567,362.4914212
24950,330.5761342,362.4628077
24960,330.541148,362.4361476
24970,330.5084782,362.4136501
24980,330.4805462,362.3979443
24990,330.4565529,362.3879297
25000,330.433706,362.3802692
25010,330.4108817,362.3733294
25020,330.3870274,362.3653878
25030,330.3591275,362.3524808
25040,330.3235887,362.3300865
25050,330.2791511,362.2962555
25060,330.2242924,362.2487626
25070,330.1581486,362.1861244
25080,330.0795153,362.1065645
25090,329.9888082,362.0101254
25100,329.8863064,361.8967752
25110,329.7730961,361.7674719
25120,329.6501052,361.6231423
25130,329.5200849,361.466839
25140,329.3860001,361.3019096
25150,329.2510582,361.1320283
25160,329.1188202,360.9612931
25170,328.9922028,360.793187
25180,328.8743886,360.6315613
25190,328.7688643,360.4806759
25200,328.6796395,360.3453557
25210,328.6093254,360.2288942
25220,328.560944,360.1350626
25230,328.5359032,360.0659956
25240,328.5356648,360.0240427
25250,328.5628044,360.0128689
25260,328.6204254,360.0366977
25270,328.7092336,360.0971873
25280,328.8301124,360.1962828
25290,328.984143,360.3362498
25300,329.1728549,360.5197884
25310,329.3963362,360.7479345
25320,329.6552382,361.0221189
25330,329.9468433,361.3399045
25340,330.2685697,361.6987867
25350,330.6160615,362.0940363
25360,330.9849998,362.5206576
25370,331.3680948,362.9701183
25380,331.7573698,363.432994
25390,332.1451154,363.8999582
25400,332.5227263,364.3606274
25410,332.8826057,364.8056112
25420,333.216027,365.2243232
25430,333.5170156,365.6091765
25440,333.7785844,365.9515478
25450,333.9966527,366.2459896
25460,334.1663461,366.4862732
25470,334.2848508,366.6685358
25480,334.3484953,366.7881973
25490,334.3576702,366.8452768
25500,334.3125259,366.8396488
25510,334.2148853,366.7731717
25520,334.0664796,366.6477281
25530,333.8709194,366.4673064
25540,333.6321884,366.2362559
25550,333.3527011,365.9572398
25560,333.0349344,365.6330919
25570,332.6824529,365.2679208
25580,332.2991869,364.8662726
25590,331.8884334,364.4320889
25600,331.4537423,363.9696833
25610,330.998934,363.4837775
25620,330.528266,362.9796087
25630,330.045477,362.4618992
25640,329.5548654,361.9359517
25650,329.0593324,361.4055397
25660,328.5622879,360.8749291
25670,328.0656971,360.3467588
25680,327.5719787,359.8240485
25690,327.0820445,359.3080668
25700,326.597193,358.8003189
25710,326.1171878,358.3004044
25720,325.6421308,357.8080273
25730,325.1694804,357.3197529
25740,324.6964659,356.8317639
25750,324.2200345,356.339817
25760,323.7366308,355.8390802
25770,323.2441871,355.3262418
25780,322.7402611,354.7975347
25790,322.2229184,354.2497655
25800,321.6895733,353.6791306
25810,321.1409456,353.0854886
25820,320.5776044,352.4686015
25830,320.0009727,351.8294927
25840,319.4114859,351.1682509
25850,318.8133445,350.4894161
25860,318.2107705,349.7978492
25870,317.6099784,349.1009217
25880,317.0175606,348.4066993
25890,316.4415431,347.7250981
25900,315.890858,347.0671742
25910,315.3735142,346.4431091
25920,314.8987483,345.8643982
25930,314.4720841,345.3381341
25940,314.1004199,344.873572
25950,313.7884619,344.4772986
25960,313.5420897,344.1570064
25970,313.362447,343.9151183
25980,313.2512612,343.7545921
25990,313.2079273,343.6757252
26000,313.2323217,343.6790955
26010,313.321142,343.7615066
26020,313.4712824,343.9196711
26030,313.6759815,344.146091
26040,313.9278491,344.4325699
26050,314.2196855,344.7711027
26060,314.54343,345.1527464
26070,314.8931973,345.5708032
26080,315.2627407,346.0179904
26090,315.644385,346.485295
26100,316.0295094,346.9626468
26110,316.4114853,347.4420624
26120,316.7829036,347.9146287
26130,317.1375391,348.372577
26140,317.4683511,348.8072023
26150,317.7693575,349.210928
26160,318.0334831,349.5750803
26170,318.257495,349.8951865
26180,318.437587,350.1661283
26190,318.5713084,350.3842342
26200,318.6555862,350.5452036
26210,318.6896377,350.6472787
26220,318.6722459,350.6882827
26230,318.6047512,350.6688539
26240,318.488467,350.5896223
26250,318.3254924,350.4521163
26260,318.1177653,350.2577061
26270,317.8681793,350.008794
26280,317.5796831,349.7079109
26290,317.2562119,349.3587911
26300,316.9017106,348.965362
26310,316.5221319,348.5339244
26320,316.1237942,348.0713493
26330,315.7133714,347.585136
26340,315.2978974,347.0834573
26350,314.8857443,346.5763082
26360,314.4860019,346.0747062
26370,314.1085989,345.5908021
26380,313.7648574,345.1382914
26390,313.4625872,344.7271688
26400,313.2106767,344.3686899
26410,313.0162062,344.0722663
26420,312.8875221,343.8486389
26430,312.8294291,343.7046272
26440,312.8478689,343.6481485
26450,312.9439722,343.6818408
26460,313.1193859,343.8087851
26470,313.3746734,344.0305674
26480,313.7116311,344.3496548
26490,314.1243748,344.7598398
26500,314.6064977,345.2543283
26510,315.1521746,345.8267574
26520,315.7553876,346.470311
26530,316.4069291,347.1743315
26540,317.096754,347.9273858
26550,317.8165041,348.7198837
26560,318.5567464,349.5411302
26570,319.3109168,350.3835142
26580,320.071798,351.2386452
26590,320.8324446,352.0983471
26600,321.584995,352.9534841
26610,322.3235735,353.7970858
26620,323.0414803,354.6213244
26630,323.734119,355.4206515
26640,324.3962618,356.188836
26650,325.0240025,356.9210455
26660,325.6128423,357.6118207
26670,326.1596014,358.2571601
26680,326.6604714,358.8524536
26690,327.1140574,359.3956562
26700,327.518776,359.8844422
26710,327.8728246,360.3162215
