Gas age [ka BP]	δ13C CO2 [‰ PDB]	δ13C CO2 std dev [±]
11.826	-6.665	0.033
11.827	-6.665	0.033
11.828	-6.665	0.033
11.829	-6.665	0.033
11.830	-6.665	0.033
11.831	-6.665	0.033
11.832	-6.665	0.033
11.833	-6.665	0.033
11.834	-6.666	0.033
11.835	-6.666	0.033
11.836	-6.666	0.033
11.837	-6.666	0.033
11.838	-6.666	0.033
11.839	-6.666	0.033
11.840	-6.666	0.033
11.841	-6.666	0.033
11.842	-6.666	0.034
11.843	-6.666	0.034
11.844	-6.666	0.034
11.845	-6.667	0.034
11.846	-6.667	0.034
11.847	-6.667	0.034
11.848	-6.667	0.034
11.849	-6.667	0.034
11.850	-6.667	0.034
11.851	-6.667	0.034
11.852	-6.667	0.034
11.853	-6.667	0.034
11.854	-6.667	0.034
11.855	-6.667	0.034
11.856	-6.668	0.034
11.857	-6.668	0.034
11.858	-6.668	0.034
11.859	-6.668	0.034
11.860	-6.668	0.034
11.861	-6.668	0.034
11.862	-6.668	0.034
11.863	-6.668	0.034
11.864	-6.668	0.034
11.865	-6.668	0.034
11.866	-6.668	0.034
11.867	-6.669	0.034
11.868	-6.669	0.034
11.869	-6.669	0.034
11.870	-6.669	0.034
11.871	-6.669	0.034
11.872	-6.669	0.034
11.873	-6.669	0.034
11.874	-6.669	0.034
11.875	-6.669	0.034
11.876	-6.669	0.034
11.877	-6.669	0.034
11.878	-6.669	0.034
11.879	-6.670	0.034
11.880	-6.670	0.034
11.881	-6.670	0.034
11.882	-6.670	0.034
11.883	-6.670	0.035
11.884	-6.670	0.035
11.885	-6.670	0.035
11.886	-6.670	0.035
11.887	-6.670	0.035
11.888	-6.670	0.035
11.889	-6.670	0.035
11.890	-6.671	0.035
11.891	-6.671	0.035
11.892	-6.671	0.035
11.893	-6.671	0.035
11.894	-6.671	0.035
11.895	-6.671	0.035
11.896	-6.671	0.035
11.897	-6.671	0.035
11.898	-6.671	0.035
11.899	-6.671	0.035
11.900	-6.671	0.035
11.901	-6.671	0.035
11.902	-6.672	0.035
11.903	-6.672	0.035
11.904	-6.672	0.035
11.905	-6.672	0.035
11.906	-6.672	0.035
11.907	-6.672	0.035
11.908	-6.672	0.035
11.909	-6.672	0.035
11.910	-6.672	0.035
11.911	-6.672	0.035
11.912	-6.672	0.035
11.913	-6.672	0.035
11.914	-6.673	0.035
11.915	-6.673	0.035
11.916	-6.673	0.035
11.917	-6.673	0.035
11.918	-6.673	0.036
11.919	-6.673	0.036
11.920	-6.673	0.036
11.921	-6.673	0.036
11.922	-6.673	0.036
11.923	-6.673	0.036
11.924	-6.673	0.036
11.925	-6.673	0.036
11.926	-6.673	0.036
11.927	-6.674	0.036
11.928	-6.674	0.036
11.929	-6.674	0.036
11.930	-6.674	0.036
11.931	-6.674	0.036
11.932	-6.674	0.036
11.933	-6.674	0.036
11.934	-6.674	0.036
11.935	-6.674	0.036
11.936	-6.674	0.036
11.937	-6.674	0.036
11.938	-6.674	0.036
11.939	-6.674	0.036
11.940	-6.675	0.036
11.941	-6.675	0.036
11.942	-6.675	0.036
11.943	-6.675	0.036
11.944	-6.675	0.036
11.945	-6.675	0.036
11.946	-6.675	0.036
11.947	-6.675	0.036
11.948	-6.675	0.036
11.949	-6.675	0.036
11.950	-6.675	0.037
11.951	-6.675	0.037
11.952	-6.675	0.037
11.953	-6.676	0.037
11.954	-6.676	0.037
11.955	-6.676	0.037
11.956	-6.676	0.037
11.957	-6.676	0.037
11.958	-6.676	0.037
11.959	-6.676	0.037
11.960	-6.676	0.037
11.961	-6.676	0.037
11.962	-6.676	0.037
11.963	-6.676	0.037
11.964	-6.676	0.037
11.965	-6.676	0.037
11.966	-6.676	0.037
11.967	-6.677	0.037
11.968	-6.677	0.037
11.969	-6.677	0.037
11.970	-6.677	0.037
11.971	-6.677	0.037
11.972	-6.677	0.037
11.973	-6.677	0.037
11.974	-6.677	0.037
11.975	-6.677	0.037
11.976	-6.677	0.037
11.977	-6.677	0.037
11.978	-6.677	0.037
11.979	-6.677	0.037
11.980	-6.677	0.037
11.981	-6.677	0.037
11.982	-6.678	0.037
11.983	-6.678	0.037
11.984	-6.678	0.038
11.985	-6.678	0.038
11.986	-6.678	0.038
11.987	-6.678	0.038
11.988	-6.678	0.038
11.989	-6.678	0.038
11.990	-6.678	0.038
11.991	-6.678	0.038
11.992	-6.678	0.038
11.993	-6.678	0.038
11.994	-6.678	0.038
11.995	-6.678	0.038
11.996	-6.678	0.038
11.997	-6.679	0.038
11.998	-6.679	0.038
11.999	-6.679	0.038
12.000	-6.679	0.038
12.001	-6.679	0.038
12.002	-6.679	0.038
12.003	-6.679	0.038
12.004	-6.679	0.038
12.005	-6.679	0.038
12.006	-6.679	0.038
12.007	-6.679	0.038
12.008	-6.679	0.038
12.009	-6.679	0.038
12.010	-6.679	0.038
12.011	-6.679	0.038
12.012	-6.679	0.038
12.013	-6.680	0.038
12.014	-6.680	0.038
12.015	-6.680	0.038
12.016	-6.680	0.038
12.017	-6.680	0.038
12.018	-6.680	0.038
12.019	-6.680	0.038
12.020	-6.680	0.038
12.021	-6.680	0.039
12.022	-6.680	0.039
12.023	-6.680	0.039
12.024	-6.680	0.039
12.025	-6.680	0.039
12.026	-6.680	0.039
12.027	-6.680	0.039
12.028	-6.680	0.039
12.029	-6.681	0.039
12.030	-6.681	0.039
12.031	-6.681	0.039
12.032	-6.681	0.039
12.033	-6.681	0.039
12.034	-6.681	0.039
12.035	-6.681	0.039
12.036	-6.681	0.039
12.037	-6.681	0.039
12.038	-6.681	0.039
12.039	-6.681	0.039
12.040	-6.681	0.039
12.041	-6.681	0.039
12.042	-6.681	0.039
12.043	-6.681	0.039
12.044	-6.681	0.039
12.045	-6.681	0.039
12.046	-6.681	0.039
12.047	-6.682	0.039
12.048	-6.682	0.039
12.049	-6.682	0.039
12.050	-6.682	0.039
12.051	-6.682	0.039
12.052	-6.682	0.039
12.053	-6.682	0.039
12.054	-6.682	0.039
12.055	-6.682	0.039
12.056	-6.682	0.039
12.057	-6.682	0.039
12.058	-6.682	0.039
12.059	-6.682	0.039
12.060	-6.682	0.039
12.061	-6.682	0.039
12.062	-6.682	0.040
12.063	-6.682	0.040
12.064	-6.682	0.040
12.065	-6.682	0.040
12.066	-6.682	0.040
12.067	-6.683	0.040
12.068	-6.683	0.040
12.069	-6.683	0.040
12.070	-6.683	0.040
12.071	-6.683	0.040
12.072	-6.683	0.040
12.073	-6.683	0.040
12.074	-6.683	0.040
12.075	-6.683	0.040
12.076	-6.683	0.040
12.077	-6.683	0.040
12.078	-6.683	0.040
12.079	-6.683	0.040
12.080	-6.683	0.040
12.081	-6.683	0.040
12.082	-6.683	0.040
12.083	-6.683	0.040
12.084	-6.683	0.040
12.085	-6.683	0.040
12.086	-6.683	0.040
12.087	-6.683	0.040
12.088	-6.684	0.040
12.089	-6.684	0.040
12.090	-6.684	0.040
12.091	-6.684	0.040
12.092	-6.684	0.040
12.093	-6.684	0.040
12.094	-6.684	0.040
12.095	-6.684	0.040
12.096	-6.684	0.040
12.097	-6.684	0.040
12.098	-6.684	0.040
12.099	-6.684	0.040
12.100	-6.684	0.040
12.101	-6.684	0.040
12.102	-6.684	0.040
12.103	-6.684	0.040
12.104	-6.684	0.040
12.105	-6.684	0.040
12.106	-6.684	0.040
12.107	-6.684	0.040
12.108	-6.684	0.040
12.109	-6.684	0.041
12.110	-6.684	0.041
12.111	-6.684	0.041
12.112	-6.684	0.041
12.113	-6.685	0.041
12.114	-6.685	0.041
12.115	-6.685	0.041
12.116	-6.685	0.041
12.117	-6.685	0.041
12.118	-6.685	0.041
12.119	-6.685	0.041
12.120	-6.685	0.041
12.121	-6.685	0.041
12.122	-6.685	0.041
12.123	-6.685	0.041
12.124	-6.685	0.041
12.125	-6.685	0.041
12.126	-6.685	0.041
12.127	-6.685	0.041
12.128	-6.685	0.041
12.129	-6.685	0.041
12.130	-6.685	0.041
12.131	-6.685	0.041
12.132	-6.685	0.041
12.133	-6.685	0.041
12.134	-6.685	0.041
12.135	-6.685	0.041
12.136	-6.685	0.041
12.137	-6.685	0.041
12.138	-6.685	0.041
12.139	-6.685	0.041
12.140	-6.685	0.041
12.141	-6.686	0.041
12.142	-6.686	0.041
12.143	-6.686	0.041
12.144	-6.686	0.041
12.145	-6.686	0.041
12.146	-6.686	0.041
12.147	-6.686	0.041
12.148	-6.686	0.041
12.149	-6.686	0.041
12.150	-6.686	0.041
12.151	-6.686	0.041
12.152	-6.686	0.041
12.153	-6.686	0.041
12.154	-6.686	0.041
12.155	-6.686	0.041
12.156	-6.686	0.041
12.157	-6.686	0.041
12.158	-6.686	0.041
12.159	-6.686	0.041
12.160	-6.686	0.041
12.161	-6.686	0.041
12.162	-6.686	0.041
12.163	-6.686	0.041
12.164	-6.686	0.041
12.165	-6.686	0.041
12.166	-6.686	0.041
12.167	-6.686	0.041
12.168	-6.686	0.042
12.169	-6.686	0.042
12.170	-6.686	0.042
12.171	-6.686	0.042
12.172	-6.686	0.042
12.173	-6.686	0.042
12.174	-6.686	0.042
12.175	-6.686	0.042
12.176	-6.686	0.042
12.177	-6.686	0.042
12.178	-6.686	0.042
12.179	-6.687	0.042
12.180	-6.687	0.042
12.181	-6.687	0.042
12.182	-6.687	0.042
12.183	-6.687	0.042
12.184	-6.687	0.042
12.185	-6.687	0.042
12.186	-6.687	0.042
12.187	-6.687	0.042
12.188	-6.687	0.042
12.189	-6.687	0.042
12.190	-6.687	0.042
12.191	-6.687	0.042
12.192	-6.687	0.042
12.193	-6.687	0.042
12.194	-6.687	0.042
12.195	-6.687	0.042
12.196	-6.687	0.042
12.197	-6.687	0.042
12.198	-6.687	0.042
12.199	-6.687	0.042
12.200	-6.687	0.042
12.201	-6.687	0.042
12.202	-6.687	0.042
12.203	-6.687	0.042
12.204	-6.687	0.042
12.205	-6.687	0.042
12.206	-6.687	0.042
12.207	-6.687	0.042
12.208	-6.687	0.042
12.209	-6.687	0.042
12.210	-6.687	0.042
12.211	-6.687	0.042
12.212	-6.687	0.042
12.213	-6.687	0.042
12.214	-6.687	0.042
12.215	-6.687	0.042
12.216	-6.687	0.042
12.217	-6.687	0.042
12.218	-6.687	0.042
12.219	-6.687	0.042
12.220	-6.687	0.042
12.221	-6.687	0.042
12.222	-6.687	0.042
12.223	-6.687	0.042
12.224	-6.687	0.042
12.225	-6.687	0.042
12.226	-6.687	0.042
12.227	-6.687	0.042
12.228	-6.687	0.042
12.229	-6.687	0.042
12.230	-6.687	0.042
12.231	-6.687	0.042
12.232	-6.687	0.042
12.233	-6.687	0.042
12.234	-6.687	0.042
12.235	-6.687	0.042
12.236	-6.687	0.042
12.237	-6.687	0.042
12.238	-6.687	0.042
12.239	-6.687	0.042
12.240	-6.687	0.042
12.241	-6.687	0.042
12.242	-6.687	0.042
12.243	-6.687	0.042
12.244	-6.687	0.042
12.245	-6.687	0.042
12.246	-6.687	0.042
12.247	-6.687	0.042
12.248	-6.687	0.042
12.249	-6.687	0.042
12.250	-6.687	0.042
12.251	-6.687	0.042
12.252	-6.687	0.042
12.253	-6.687	0.042
12.254	-6.687	0.042
12.255	-6.687	0.042
12.256	-6.687	0.042
12.257	-6.687	0.042
12.258	-6.687	0.042
12.259	-6.687	0.042
12.260	-6.687	0.042
12.261	-6.687	0.042
12.262	-6.687	0.042
12.263	-6.687	0.042
12.264	-6.687	0.042
12.265	-6.687	0.042
12.266	-6.687	0.042
12.267	-6.687	0.042
12.268	-6.687	0.042
12.269	-6.687	0.042
12.270	-6.687	0.042
12.271	-6.687	0.042
12.272	-6.687	0.042
12.273	-6.687	0.042
12.274	-6.687	0.042
12.275	-6.687	0.042
12.276	-6.687	0.042
12.277	-6.687	0.042
12.278	-6.687	0.042
12.279	-6.687	0.042
12.280	-6.687	0.042
12.281	-6.687	0.042
12.282	-6.687	0.042
12.283	-6.687	0.042
12.284	-6.687	0.042
12.285	-6.687	0.042
12.286	-6.687	0.042
12.287	-6.687	0.042
12.288	-6.687	0.042
12.289	-6.687	0.042
12.290	-6.687	0.042
12.291	-6.687	0.042
12.292	-6.687	0.042
12.293	-6.687	0.042
12.294	-6.687	0.042
12.295	-6.687	0.042
12.296	-6.687	0.042
12.297	-6.687	0.042
12.298	-6.687	0.042
12.299	-6.687	0.042
12.300	-6.687	0.042
12.301	-6.687	0.042
12.302	-6.687	0.042
12.303	-6.687	0.042
12.304	-6.687	0.042
12.305	-6.687	0.042
12.306	-6.687	0.042
12.307	-6.687	0.042
12.308	-6.687	0.042
12.309	-6.687	0.042
12.310	-6.687	0.042
12.311	-6.687	0.042
12.312	-6.687	0.042
12.313	-6.687	0.042
12.314	-6.687	0.042
12.315	-6.687	0.042
12.316	-6.687	0.042
12.317	-6.687	0.042
12.318	-6.687	0.042
12.319	-6.687	0.042
12.320	-6.687	0.042
12.321	-6.687	0.042
12.322	-6.687	0.042
12.323	-6.687	0.042
12.324	-6.687	0.042
12.325	-6.687	0.042
12.326	-6.687	0.042
12.327	-6.687	0.042
12.328	-6.687	0.042
12.329	-6.687	0.041
12.330	-6.687	0.041
12.331	-6.687	0.041
12.332	-6.687	0.041
12.333	-6.687	0.041
12.334	-6.687	0.041
12.335	-6.687	0.041
12.336	-6.687	0.041
12.337	-6.687	0.041
12.338	-6.686	0.041
12.339	-6.686	0.041
12.340	-6.686	0.041
12.341	-6.686	0.041
12.342	-6.686	0.041
12.343	-6.686	0.041
12.344	-6.686	0.041
12.345	-6.686	0.041
12.346	-6.686	0.041
12.347	-6.686	0.041
12.348	-6.686	0.041
12.349	-6.686	0.041
12.350	-6.686	0.041
12.351	-6.686	0.041
12.352	-6.686	0.041
12.353	-6.686	0.041
12.354	-6.686	0.041
12.355	-6.686	0.041
12.356	-6.686	0.041
12.357	-6.686	0.041
12.358	-6.686	0.041
12.359	-6.686	0.041
12.360	-6.686	0.041
12.361	-6.686	0.041
12.362	-6.686	0.041
12.363	-6.686	0.041
12.364	-6.686	0.041
12.365	-6.686	0.041
12.366	-6.686	0.041
12.367	-6.686	0.041
12.368	-6.686	0.041
12.369	-6.686	0.041
12.370	-6.686	0.041
12.371	-6.686	0.041
12.372	-6.686	0.041
12.373	-6.685	0.041
12.374	-6.685	0.040
12.375	-6.685	0.040
12.376	-6.685	0.040
12.377	-6.685	0.040
12.378	-6.685	0.040
12.379	-6.685	0.040
12.380	-6.685	0.040
12.381	-6.685	0.040
12.382	-6.685	0.040
12.383	-6.685	0.040
12.384	-6.685	0.040
12.385	-6.685	0.040
12.386	-6.685	0.040
12.387	-6.685	0.040
12.388	-6.685	0.040
12.389	-6.685	0.040
12.390	-6.685	0.040
12.391	-6.685	0.040
12.392	-6.685	0.040
12.393	-6.685	0.040
12.394	-6.685	0.040
12.395	-6.685	0.040
12.396	-6.685	0.040
12.397	-6.685	0.040
12.398	-6.685	0.040
12.399	-6.685	0.040
12.400	-6.684	0.040
12.401	-6.684	0.040
12.402	-6.684	0.040
12.403	-6.684	0.040
12.404	-6.684	0.040
12.405	-6.684	0.040
12.406	-6.684	0.040
12.407	-6.684	0.040
12.408	-6.684	0.040
12.409	-6.684	0.039
12.410	-6.684	0.039
12.411	-6.684	0.039
12.412	-6.684	0.039
12.413	-6.684	0.039
12.414	-6.684	0.039
12.415	-6.684	0.039
12.416	-6.684	0.039
12.417	-6.684	0.039
12.418	-6.684	0.039
12.419	-6.684	0.039
12.420	-6.684	0.039
12.421	-6.684	0.039
12.422	-6.684	0.039
12.423	-6.683	0.039
12.424	-6.683	0.039
12.425	-6.683	0.039
12.426	-6.683	0.039
12.427	-6.683	0.039
12.428	-6.683	0.039
12.429	-6.683	0.039
12.430	-6.683	0.039
12.431	-6.683	0.039
12.432	-6.683	0.039
12.433	-6.683	0.039
12.434	-6.683	0.039
12.435	-6.683	0.039
12.436	-6.683	0.039
12.437	-6.683	0.039
12.438	-6.683	0.039
12.439	-6.683	0.038
12.440	-6.683	0.038
12.441	-6.683	0.038
12.442	-6.683	0.038
12.443	-6.682	0.038
12.444	-6.682	0.038
12.445	-6.682	0.038
12.446	-6.682	0.038
12.447	-6.682	0.038
12.448	-6.682	0.038
12.449	-6.682	0.038
12.450	-6.682	0.038
12.451	-6.682	0.038
12.452	-6.682	0.038
12.453	-6.682	0.038
12.454	-6.682	0.038
12.455	-6.682	0.038
12.456	-6.682	0.038
12.457	-6.682	0.038
12.458	-6.682	0.038
12.459	-6.682	0.038
12.460	-6.682	0.038
12.461	-6.682	0.038
12.462	-6.681	0.038
12.463	-6.681	0.038
12.464	-6.681	0.038
12.465	-6.681	0.038
12.466	-6.681	0.038
12.467	-6.681	0.037
12.468	-6.681	0.037
12.469	-6.681	0.037
12.470	-6.681	0.037
12.471	-6.681	0.037
12.472	-6.681	0.037
12.473	-6.681	0.037
12.474	-6.681	0.037
12.475	-6.681	0.037
12.476	-6.681	0.037
12.477	-6.681	0.037
12.478	-6.681	0.037
12.479	-6.680	0.037
12.480	-6.680	0.037
12.481	-6.680	0.037
12.482	-6.680	0.037
12.483	-6.680	0.037
12.484	-6.680	0.037
12.485	-6.680	0.037
12.486	-6.680	0.037
12.487	-6.680	0.037
12.488	-6.680	0.037
12.489	-6.680	0.037
12.490	-6.680	0.037
12.491	-6.680	0.037
12.492	-6.680	0.037
12.493	-6.680	0.037
12.494	-6.680	0.036
12.495	-6.679	0.036
12.496	-6.679	0.036
12.497	-6.679	0.036
12.498	-6.679	0.036
12.499	-6.679	0.036
12.500	-6.679	0.036
12.501	-6.679	0.036
12.502	-6.679	0.036
12.503	-6.679	0.036
12.504	-6.679	0.036
12.505	-6.679	0.036
12.506	-6.679	0.036
12.507	-6.679	0.036
12.508	-6.679	0.036
12.509	-6.679	0.036
12.510	-6.678	0.036
12.511	-6.678	0.036
12.512	-6.678	0.036
12.513	-6.678	0.036
12.514	-6.678	0.036
12.515	-6.678	0.036
12.516	-6.678	0.036
12.517	-6.678	0.036
12.518	-6.678	0.036
12.519	-6.678	0.036
12.520	-6.678	0.036
12.521	-6.678	0.036
12.522	-6.678	0.036
12.523	-6.678	0.035
12.524	-6.678	0.035
12.525	-6.677	0.035
12.526	-6.677	0.035
12.527	-6.677	0.035
12.528	-6.677	0.035
12.529	-6.677	0.035
12.530	-6.677	0.035
12.531	-6.677	0.035
12.532	-6.677	0.035
12.533	-6.677	0.035
12.534	-6.677	0.035
12.535	-6.677	0.035
12.536	-6.677	0.035
12.537	-6.677	0.035
12.538	-6.677	0.035
12.539	-6.676	0.035
12.540	-6.676	0.035
12.541	-6.676	0.035
12.542	-6.676	0.035
12.543	-6.676	0.035
12.544	-6.676	0.035
12.545	-6.676	0.035
12.546	-6.676	0.035
12.547	-6.676	0.035
12.548	-6.676	0.035
12.549	-6.676	0.035
12.550	-6.676	0.035
12.551	-6.676	0.035
12.552	-6.676	0.035
12.553	-6.675	0.035
12.554	-6.675	0.034
12.555	-6.675	0.034
12.556	-6.675	0.034
12.557	-6.675	0.034
12.558	-6.675	0.034
12.559	-6.675	0.034
12.560	-6.675	0.034
12.561	-6.675	0.034
12.562	-6.675	0.034
12.563	-6.675	0.034
12.564	-6.675	0.034
12.565	-6.675	0.034
12.566	-6.675	0.034
12.567	-6.674	0.034
12.568	-6.674	0.034
12.569	-6.674	0.034
12.570	-6.674	0.034
12.571	-6.674	0.034
12.572	-6.674	0.034
12.573	-6.674	0.034
12.574	-6.674	0.034
12.575	-6.674	0.034
12.576	-6.674	0.034
12.577	-6.674	0.034
12.578	-6.674	0.034
12.579	-6.674	0.034
12.580	-6.673	0.034
12.581	-6.673	0.034
12.582	-6.673	0.034
12.583	-6.673	0.034
12.584	-6.673	0.034
12.585	-6.673	0.034
12.586	-6.673	0.034
12.587	-6.673	0.034
12.588	-6.673	0.034
12.589	-6.673	0.034
12.590	-6.673	0.034
12.591	-6.673	0.034
12.592	-6.673	0.034
12.593	-6.672	0.034
12.594	-6.672	0.034
12.595	-6.672	0.034
12.596	-6.672	0.034
12.597	-6.672	0.034
12.598	-6.672	0.033
12.599	-6.672	0.033
12.600	-6.672	0.033
12.601	-6.672	0.033
12.602	-6.672	0.033
12.603	-6.672	0.033
12.604	-6.672	0.033
12.605	-6.672	0.033
12.606	-6.671	0.033
12.607	-6.671	0.033
12.608	-6.671	0.033
12.609	-6.671	0.033
12.610	-6.671	0.033
12.611	-6.671	0.033
12.612	-6.671	0.033
12.613	-6.671	0.033
12.614	-6.671	0.033
12.615	-6.671	0.033
12.616	-6.671	0.033
12.617	-6.671	0.033
12.618	-6.670	0.033
12.619	-6.670	0.033
12.620	-6.670	0.033
12.621	-6.670	0.033
12.622	-6.670	0.033
12.623	-6.670	0.033
12.624	-6.670	0.033
12.625	-6.670	0.033
12.626	-6.670	0.033
12.627	-6.670	0.033
12.628	-6.670	0.033
12.629	-6.670	0.033
12.630	-6.670	0.033
12.631	-6.669	0.033
12.632	-6.669	0.033
12.633	-6.669	0.033
12.634	-6.669	0.033
12.635	-6.669	0.033
12.636	-6.669	0.033
12.637	-6.669	0.033
12.638	-6.669	0.033
12.639	-6.669	0.033
12.640	-6.669	0.033
12.641	-6.669	0.033
12.642	-6.669	0.033
12.643	-6.668	0.033
12.644	-6.668	0.033
12.645	-6.668	0.033
12.646	-6.668	0.033
12.647	-6.668	0.033
12.648	-6.668	0.033
12.649	-6.668	0.033
12.650	-6.668	0.033
12.651	-6.668	0.033
12.652	-6.668	0.033
12.653	-6.668	0.033
12.654	-6.668	0.033
12.655	-6.667	0.033
12.656	-6.667	0.033
12.657	-6.667	0.033
12.658	-6.667	0.033
12.659	-6.667	0.033
12.660	-6.667	0.033
12.661	-6.667	0.033
12.662	-6.667	0.033
12.663	-6.667	0.033
12.664	-6.667	0.033
12.665	-6.667	0.033
12.666	-6.667	0.033
12.667	-6.666	0.033
12.668	-6.666	0.033
12.669	-6.666	0.033
12.670	-6.666	0.033
12.671	-6.666	0.033
12.672	-6.666	0.033
12.673	-6.666	0.033
12.674	-6.666	0.033
12.675	-6.666	0.033
12.676	-6.666	0.033
12.677	-6.666	0.033
12.678	-6.666	0.033
12.679	-6.666	0.033
12.680	-6.665	0.033
12.681	-6.665	0.033
12.682	-6.665	0.033
12.683	-6.665	0.033
12.684	-6.665	0.033
12.685	-6.665	0.033
12.686	-6.665	0.033
12.687	-6.665	0.033
12.688	-6.665	0.033
12.689	-6.665	0.033
12.690	-6.665	0.033
12.691	-6.665	0.033
12.692	-6.664	0.033
12.693	-6.664	0.033
12.694	-6.664	0.033
12.695	-6.664	0.033
12.696	-6.664	0.033
12.697	-6.664	0.033
12.698	-6.664	0.033
12.699	-6.664	0.033
12.700	-6.664	0.033
12.701	-6.664	0.033
12.702	-6.664	0.033
12.703	-6.664	0.033
12.704	-6.663	0.033
12.705	-6.663	0.033
12.706	-6.663	0.033
12.707	-6.663	0.033
12.708	-6.663	0.033
12.709	-6.663	0.033
12.710	-6.663	0.034
12.711	-6.663	0.034
12.712	-6.663	0.034
12.713	-6.663	0.034
12.714	-6.663	0.034
12.715	-6.663	0.034
12.716	-6.662	0.034
12.717	-6.662	0.034
12.718	-6.662	0.034
12.719	-6.662	0.034
12.720	-6.662	0.034
12.721	-6.662	0.034
12.722	-6.662	0.034
12.723	-6.662	0.034
12.724	-6.662	0.034
12.725	-6.662	0.034
12.726	-6.662	0.034
12.727	-6.662	0.034
12.728	-6.661	0.034
12.729	-6.661	0.034
12.730	-6.661	0.034
12.731	-6.661	0.034
12.732	-6.661	0.034
12.733	-6.661	0.034
12.734	-6.661	0.034
12.735	-6.661	0.034
12.736	-6.661	0.034
12.737	-6.661	0.034
12.738	-6.661	0.034
12.739	-6.661	0.034
12.740	-6.660	0.034
12.741	-6.660	0.034
12.742	-6.660	0.034
12.743	-6.660	0.034
12.744	-6.660	0.034
12.745	-6.660	0.034
12.746	-6.660	0.034
12.747	-6.660	0.034
12.748	-6.660	0.034
12.749	-6.660	0.034
12.750	-6.660	0.034
12.751	-6.660	0.034
12.752	-6.659	0.034
12.753	-6.659	0.034
12.754	-6.659	0.034
12.755	-6.659	0.034
12.756	-6.659	0.034
12.757	-6.659	0.034
12.758	-6.659	0.034
12.759	-6.659	0.034
12.760	-6.659	0.035
12.761	-6.659	0.035
12.762	-6.659	0.035
12.763	-6.659	0.035
12.764	-6.659	0.035
12.765	-6.658	0.035
12.766	-6.658	0.035
12.767	-6.658	0.035
12.768	-6.658	0.035
12.769	-6.658	0.035
12.770	-6.658	0.035
12.771	-6.658	0.035
12.772	-6.658	0.035
12.773	-6.658	0.035
12.774	-6.658	0.035
12.775	-6.658	0.035
12.776	-6.658	0.035
12.777	-6.657	0.035
12.778	-6.657	0.035
12.779	-6.657	0.035
12.780	-6.657	0.035
12.781	-6.657	0.035
12.782	-6.657	0.035
12.783	-6.657	0.035
12.784	-6.657	0.035
12.785	-6.657	0.035
12.786	-6.657	0.035
12.787	-6.657	0.035
12.788	-6.657	0.035
12.789	-6.657	0.035
12.790	-6.656	0.035
12.791	-6.656	0.035
12.792	-6.656	0.035
12.793	-6.656	0.035
12.794	-6.656	0.035
12.795	-6.656	0.035
12.796	-6.656	0.035
12.797	-6.656	0.035
12.798	-6.656	0.035
12.799	-6.656	0.035
12.800	-6.656	0.035
12.801	-6.656	0.035
12.802	-6.655	0.036
12.803	-6.655	0.036
12.804	-6.655	0.036
12.805	-6.655	0.036
12.806	-6.655	0.036
12.807	-6.655	0.036
12.808	-6.655	0.036
12.809	-6.655	0.036
12.810	-6.655	0.036
12.811	-6.655	0.036
12.812	-6.655	0.036
12.813	-6.655	0.036
12.814	-6.655	0.036
12.815	-6.654	0.036
12.816	-6.654	0.036
12.817	-6.654	0.036
12.818	-6.654	0.036
12.819	-6.654	0.036
12.820	-6.654	0.036
12.821	-6.654	0.036
12.822	-6.654	0.036
12.823	-6.654	0.036
12.824	-6.654	0.036
12.825	-6.654	0.036
12.826	-6.654	0.036
12.827	-6.654	0.036
12.828	-6.654	0.036
12.829	-6.653	0.036
12.830	-6.653	0.036
12.831	-6.653	0.036
12.832	-6.653	0.036
12.833	-6.653	0.036
12.834	-6.653	0.036
12.835	-6.653	0.036
12.836	-6.653	0.036
12.837	-6.653	0.036
12.838	-6.653	0.036
12.839	-6.653	0.036
12.840	-6.653	0.036
12.841	-6.653	0.037
12.842	-6.652	0.037
12.843	-6.652	0.037
12.844	-6.652	0.037
12.845	-6.652	0.037
12.846	-6.652	0.037
12.847	-6.652	0.037
12.848	-6.652	0.037
12.849	-6.652	0.037
12.850	-6.652	0.037
12.851	-6.652	0.037
12.852	-6.652	0.037
12.853	-6.652	0.037
12.854	-6.652	0.037
12.855	-6.652	0.037
12.856	-6.651	0.037
12.857	-6.651	0.037
12.858	-6.651	0.037
12.859	-6.651	0.037
12.860	-6.651	0.037
12.861	-6.651	0.037
12.862	-6.651	0.037
12.863	-6.651	0.037
12.864	-6.651	0.037
12.865	-6.651	0.037
12.866	-6.651	0.037
12.867	-6.651	0.037
12.868	-6.651	0.037
12.869	-6.651	0.037
12.870	-6.650	0.037
12.871	-6.650	0.037
12.872	-6.650	0.037
12.873	-6.650	0.037
12.874	-6.650	0.037
12.875	-6.650	0.037
12.876	-6.650	0.037
12.877	-6.650	0.037
12.878	-6.650	0.037
12.879	-6.650	0.037
12.880	-6.650	0.038
12.881	-6.650	0.038
12.882	-6.650	0.038
12.883	-6.650	0.038
12.884	-6.649	0.038
12.885	-6.649	0.038
12.886	-6.649	0.038
12.887	-6.649	0.038
12.888	-6.649	0.038
12.889	-6.649	0.038
12.890	-6.649	0.038
12.891	-6.649	0.038
12.892	-6.649	0.038
12.893	-6.649	0.038
12.894	-6.649	0.038
12.895	-6.649	0.038
12.896	-6.649	0.038
12.897	-6.649	0.038
12.898	-6.649	0.038
