Gas age [ka BP]	δ13C CO2 [‰ PDB]	δ13C CO2 std dev [±]
8.670	-6.422	0.033
8.671	-6.422	0.033
8.672	-6.422	0.033
8.673	-6.422	0.033
8.674	-6.422	0.033
8.675	-6.423	0.033
8.676	-6.423	0.033
8.677	-6.423	0.033
8.678	-6.423	0.033
8.679	-6.423	0.033
8.680	-6.423	0.033
8.681	-6.423	0.033
8.682	-6.423	0.033
8.683	-6.423	0.033
8.684	-6.423	0.033
8.685	-6.423	0.033
8.686	-6.423	0.033
8.687	-6.423	0.033
8.688	-6.423	0.033
8.689	-6.423	0.033
8.690	-6.423	0.033
8.691	-6.423	0.033
8.692	-6.423	0.033
8.693	-6.424	0.033
8.694	-6.424	0.033
8.695	-6.424	0.033
8.696	-6.424	0.033
8.697	-6.424	0.033
8.698	-6.424	0.033
8.699	-6.424	0.033
8.700	-6.424	0.033
8.701	-6.424	0.033
8.702	-6.424	0.033
8.703	-6.424	0.033
8.704	-6.424	0.033
8.705	-6.424	0.033
8.706	-6.424	0.033
8.707	-6.424	0.033
8.708	-6.424	0.033
8.709	-6.424	0.033
8.710	-6.425	0.033
8.711	-6.425	0.033
8.712	-6.425	0.033
8.713	-6.425	0.033
8.714	-6.425	0.033
8.715	-6.425	0.033
8.716	-6.425	0.033
8.717	-6.425	0.033
8.718	-6.425	0.033
8.719	-6.425	0.033
8.720	-6.425	0.033
8.721	-6.425	0.033
8.722	-6.425	0.033
8.723	-6.425	0.033
8.724	-6.425	0.033
8.725	-6.425	0.033
8.726	-6.425	0.033
8.727	-6.425	0.033
8.728	-6.426	0.033
8.729	-6.426	0.033
8.730	-6.426	0.033
8.731	-6.426	0.033
8.732	-6.426	0.033
8.733	-6.426	0.033
8.734	-6.426	0.033
8.735	-6.426	0.032
8.736	-6.426	0.032
8.737	-6.426	0.032
8.738	-6.426	0.032
8.739	-6.426	0.032
8.740	-6.426	0.032
8.741	-6.426	0.032
8.742	-6.426	0.032
8.743	-6.426	0.032
8.744	-6.426	0.032
8.745	-6.427	0.032
8.746	-6.427	0.032
8.747	-6.427	0.032
8.748	-6.427	0.032
